taxonKey	canonicalName	kingdom	class	em_pts	mean_growth	year_2023_em_status_occupancy_natura2000_Flanders	year_2023_em_status_occs_natura2000_Flanders	year_2023_em_status_occupancy_Flanders	year_2023_em_status_occs_Flanders	year_2022_em_status_occupancy_natura2000_Flanders	year_2022_em_status_occs_natura2000_Flanders	year_2022_em_status_occupancy_Flanders	year_2022_em_status_occs_Flanders	year_2021_em_status_occupancy_natura2000_Flanders	year_2021_em_status_occs_natura2000_Flanders	year_2021_em_status_occupancy_Flanders	year_2021_em_status_occs_Flanders	kingdomKey	classKey
3797084	Alkekengi officinarum	Plantae	Magnoliopsida	45	1.0304826993658496	1	3	1	3	1	3	1	3	1	3	1	3	6	220
2739071	Trachycarpus fortunei	Plantae	Liliopsida	45	0.8188495875914054	1	1	2	1	2	2	3	1	3	3	3	1	6	196
4567717	Boettgerilla pallens	Animalia	Gastropoda	45	0.7741240768328372	2	2	2	1	2	2	2	1	2	2	3	1	1	225
5420991	Ludwigia peploides	Plantae	Magnoliopsida	45	0.7593191856721001	2	3	2	0	2	3	2	0	2	3	2	0	6	220
2481066	Milvago chimachima	Animalia	Aves	45		1	1	1	1	3	1	3	1	3	3	3	3	1	212
2927727	Phlox subulata	Plantae	Magnoliopsida	45		1	1	2	2	2	2	2	2	2	2	3	3	6	220
7162908	Convolvulus tricolor	Plantae	Magnoliopsida	45		1	1	1	1	3	3	2	2	2	2	3	3	6	220
2157245	Steatoda grossa	Animalia	Arachnida	44.5	1.4012945162700874	2	2	2	3	1	1	2	3	1	1	2	3	1	367
3067891	Euphorbia prostrata	Plantae	Magnoliopsida	44.5	1.003401959288983	2	2	1	0	3	3	1	2	3	2	1	2	6	220
1885213	Crocidophora butleri	Animalia	Insecta	44.5		1	1	2	2	3	3	3	3	1	1	1	1	1	216
7433196	Euonymus latifolius	Plantae	Magnoliopsida	44.5		1	1	2	2	3	3	3	3	1	1	1	1	6	220
5410151	Campanula poscharskyana	Plantae	Magnoliopsida	44	1.0435873338915653	2	3	0	2	2	3	0	2	3	3	0	2	6	220
7915783	Oenothera fallax	Plantae	Magnoliopsida	44	0.9437791168970356	2	3	0	2	2	3	0	2	3	3	0	2	6	220
3105768	Sonchus tenerrimus	Plantae	Magnoliopsida	44	0.8611160166147017	1	1	1	1	3	3	3	1	3	3	1	1	6	220
5384931	Houttuynia cordata	Plantae	Magnoliopsida	44	0.7232803872550764	2	2	2	0	2	2	2	0	3	3	3	0	6	220
4427319	Anthrenus angustefasciatus	Animalia	Insecta	44	0.5796827405297286	3	3	3	0	1	1	2	0	2	2	3	0	1	216
2053954	Prokelisia marginata	Animalia	Insecta	44		3	3	3	3	1	1	1	1	1	1	1	1	1	216
2115706	Balanus glandula	Animalia	Maxillopoda	44		3	3	3	3	1	1	1	1	1	1	1	1	1	203
2501248	Mnemiopsis leidyi	Animalia	Tentaculata	44		1	1	1	1	2	2	2	2	3	3	3	3	1	365
2701831	Juncus dudleyi	Plantae	Liliopsida	44		1	1	1	1	2	2	2	2	3	3	3	3	6	196
2702058	Juncus anthelatus	Plantae	Liliopsida	44		1	1	1	1	2	2	3	3	2	2	3	3	6	196
3147815	Verbesina alternifolia	Plantae	Magnoliopsida	44		1	1	2	2	3	2	2	2	1	1	3	3	6	220
4559541	Sinanodonta woodiana	Animalia	Bivalvia	44		1	1	1	1	3	2	2	2	3	2	3	2	1	137
5334253	Lonicera involucrata	Plantae	Magnoliopsida	44		3	3	3	3	1	1	1	1	1	1	1	1	6	220
5334527	Limnanthes douglasii	Plantae	Magnoliopsida	44		1	1	2	2	1	1	2	2	3	3	3	3	6	220
7172831	Phedimus aizoon	Plantae	Magnoliopsida	44		1	1	1	1	2	2	2	2	3	3	3	3	6	220
7322122	Davidia involucrata	Plantae	Magnoliopsida	44		3	3	3	3	1	1	1	1	1	1	1	1	6	220
3172059	Veronica spicata	Plantae	Magnoliopsida	43.5	1.0281926545334852	1	1	2	3	2	1	2	3	2	1	2	3	6	220
2439270	Rattus rattus	Animalia	Mammalia	43.5	0.991843519015022	2	2	2	1	2	2	2	1	2	2	2	1	1	359
2479798	Melopsittacus undulatus	Animalia	Aves	43.5	0.9173702298459593	2	1	3	1	2	1	3	1	2	1	3	1	1	212
2985965	Deutzia scabra	Plantae	Magnoliopsida	43.5	0.8735019770199423	2	1	2	1	3	1	3	1	2	1	3	1	6	220
3039270	Elaeagnus pungens	Plantae	Magnoliopsida	43.5	0.867842761815014	1	1	1	1	3	2	3	1	3	3	2	1	6	220
3026074	Cotoneaster salicifolius	Plantae	Magnoliopsida	43.5	0.8454208886464475	2	3	1	1	2	3	1	1	2	3	1	1	6	220
5370006	Geum ternatum	Plantae	Magnoliopsida	43.5	0.6720154071722901	1	1	1	1	3	3	2	1	3	3	2	1	6	220
11844792	Geum ternatum ternatum	Plantae	Magnoliopsida	43.5	0.6720154071722901	1	1	1	1	3	3	2	1	3	3	2	1	6	220
2888706	Kolkwitzia amabilis	Plantae	Magnoliopsida	43.5		1	1	2	2	3	3	2	2	1	1	2	2	6	220
5285635	Pinus rigida	Plantae	Pinopsida	43.5		1	1	1	1	3	3	2	2	2	2	2	3	6	194
2765156	Tradescantia fluminensis	Plantae	Liliopsida	43	1.2979314644049973	1	1	1	3	2	2	1	3	3	2	1	3	6	196
2494303	Serinus canaria	Animalia	Aves	43	1.1335115417198198	2	1	1	3	3	1	1	3	2	1	1	3	1	212
2772666	Hyacinthus orientalis	Plantae	Liliopsida	43	1.0634452872685942	2	1	1	3	3	1	1	3	2	1	1	3	6	196
5361785	Myriophyllum aquaticum	Plantae	Magnoliopsida	43	0.9244131211552805	3	0	3	1	3	0	3	1	2	0	3	1	6	220
5828216	Cenchrus flaccidus	Plantae	Liliopsida	43	0.9204121470764954	1	1	2	1	2	2	2	1	3	3	3	1	6	196
2928761	Nicotiana alata	Plantae	Magnoliopsida	43	0.8672723799998595	2	1	2	1	2	1	3	1	3	1	3	1	6	220
3033261	Anemone coronaria	Plantae	Magnoliopsida	43	0.8479688891237043	1	1	2	1	2	2	2	1	3	3	3	1	6	220
2480410	Parabuteo unicinctus	Animalia	Aves	43	0.8417035416399442	2	2	2	0	3	2	3	0	1	2	3	0	1	212
3065244	Euphorbia amygdaloides robbiae	Plantae	Magnoliopsida	43		3	2	2	2	1	1	2	2	1	1	2	2	6	220
4565061	Cernuella neglecta	Animalia	Gastropoda	43		1	1	1	1	2	2	2	2	3	3	3	2	1	225
3172348	Fraxinus pennsylvanica	Plantae	Magnoliopsida	42.5	1.1976177027580324	1	1	1	3	2	3	1	3	1	3	1	3	6	220
2685484	Abies alba	Plantae	Pinopsida	42.5	1.0986022197518708	1	1	2	3	1	1	2	3	2	2	2	3	6	194
3189882	Acer palmatum	Plantae	Magnoliopsida	42.5	0.7784315885408568	1	1	2	1	3	3	2	1	2	2	2	1	6	220
4568269	Paralaoma servilis	Animalia	Gastropoda	42.5	0.6942887142659832	2	2	2	0	2	2	2	0	3	2	3	0	1	225
3172266	Jasminum nudiflorum	Plantae	Magnoliopsida	42.5	0.6832707847721783	2	3	2	1	2	2	2	1	1	1	2	1	6	220
2008616	Empicoris rubromaculatus	Animalia	Insecta	42.5		1	1	1	1	3	3	3	3	1	1	2	2	1	216
5354707	Cytisus striatus	Plantae	Magnoliopsida	42.5		1	1	2	2	2	2	2	2	2	2	2	2	6	220
4483961	Viridicerus ustulatus	Animalia	Insecta	42	1.02497574802535	2	1	1	1	3	1	1	3	2	3	1	3	1	216
2651122	Polystichum munitum	Plantae	Polypodiopsida	42		1	1	1	1	3	3	3	3	1	1	1	3	6	7228684
3045803	Cardamine graeca	Plantae	Magnoliopsida	42		1	1	1	1	2	2	2	3	2	2	3	3	6	220
4990175	Rhyzobius lophanthae	Animalia	Insecta	42		1	1	1	2	3	3	3	3	1	1	1	1	1	216
5189032	Corbicula fluminalis	Animalia	Bivalvia	42		3	3	2	2	0	0	2	2	1	1	2	3	1	137
5930559	Ilex altaclerensis	Plantae	Magnoliopsida	41.5	0.9666030674979682	2	2	2	1	2	2	2	1	1	1	3	1	6	220
2480989	Caracara plancus	Animalia	Aves	41.5		1	1	1	1	3	3	3	3	0	0	3	3	1	212
2481092	Phalcoboenus megalopterus	Animalia	Aves	41.5		1	1	1	1	3	3	3	3	0	0	3	3	1	212
2498007	Tadorna tadornoides	Animalia	Aves	41.5		1	1	1	1	1	1	3	2	3	3	3	3	1	212
5229204	Eudocimus ruber	Animalia	Aves	41.5		1	1	1	1	2	2	2	2	3	2	3	2	1	212
5284950	Picea omorika	Plantae	Pinopsida	41.5		1	1	1	1	2	3	2	3	2	2	2	2	6	194
8946295	Pontastacus leptodactylus	Animalia	Malacostraca	41.5		1	1	1	1	2	3	2	3	2	2	2	2	1	229
3924221	Helleborus argutifolius	Plantae	Magnoliopsida	41	0.9669146851565364	1	1	1	1	2	2	2	1	3	3	2	3	6	220
3152824	Liquidambar styraciflua	Plantae	Magnoliopsida	41	0.9614502879118539	2	1	2	1	2	1	3	1	2	1	3	1	6	220
2888437	Papaver orientale	Plantae	Magnoliopsida	41	0.9348783187484012	2	1	2	1	2	1	3	1	2	1	3	1	6	220
2049661	Adelges abietis	Animalia	Insecta	41	0.9302505163583289	2	2	1	1	2	2	2	1	2	2	2	1	1	216
3054117	Aubrieta deltoidea	Plantae	Magnoliopsida	41	0.8777131397171639	2	1	2	1	2	1	2	1	3	1	3	1	6	220
2684191	Taxodium distichum	Plantae	Pinopsida	41	0.841706721795513	2	2	2	0	2	2	3	0	2	2	2	0	6	194
8745918	Deroceras invadens	Animalia	Gastropoda	41	0.7617140897932143	2	2	1	1	2	2	1	1	3	3	1	1	1	225
2427091	Lithobates catesbeianus	Animalia	Amphibia	41	0.7120250683030885	2	1	1	0	2	3	2	0	3	3	3	0	1	131
2874515	Cucurbita maxima	Plantae	Magnoliopsida	41		1	1	2	2	3	3	2	2	1	1	1	1	6	220
3138195	Eutrochium maculatum	Plantae	Magnoliopsida	41		1	1	2	2	3	3	2	2	1	1	1	1	6	220
9078997	Saissetia oleae	Animalia	Insecta	41		1	1	2	2	3	3	2	2	1	1	1	1	1	216
9326020	Gallus gallus	Animalia	Aves	40.5	0.9429533184815241	0	3	3	1	0	3	3	1	0	3	3	1	1	212
1152186	Callidiellum rufipennis	Animalia	Insecta	40.5	0.9091178131728048	3	3	0	1	2	2	0	1	3	3	0	1	1	216
2888579	Leycesteria formosa	Plantae	Magnoliopsida	40.5	0.7504959694576819	2	2	2	0	2	2	2	0	2	2	3	0	6	220
2767275	Scilla forbesii	Plantae	Liliopsida	40.5	0.5964782033119073	1	1	1	1	2	2	2	1	3	3	3	1	6	196
2474416	Porphyrio porphyrio	Animalia	Aves	40.5		1	1	2	2	1	1	1	1	3	3	3	3	1	212
3169331	Lysimachia clethroides	Plantae	Magnoliopsida	40.5		1	1	1	1	2	2	1	1	3	3	3	3	6	220
2705090	Panicum miliaceum	Plantae	Liliopsida	40	1.012594343386638	1	1	1	3	1	3	1	3	1	3	1	3	6	196
3172549	Campsis radicans	Plantae	Magnoliopsida	40	0.8626873575426213	2	2	2	1	2	2	2	1	1	1	2	1	6	220
4123912	Agrostis dimorpholemma	Plantae	Liliopsida	40	0.7963018991584493	1	1	1	1	3	3	2	1	2	2	2	1	6	196
2297108	Milax gagates	Animalia	Gastropoda	40		2	2	1	1	1	1	1	1	3	2	3	3	1	225
2327735	Ficopomatus enigmaticus	Animalia	Polychaeta	40		1	1	1	1	2	3	2	2	2	2	2	2	1	256
2858501	Narcissus triandrus	Plantae	Liliopsida	40		1	1	1	1	3	3	3	3	1	1	1	1	6	196
2963569	Styphnolobium japonicum	Plantae	Magnoliopsida	40		1	1	1	1	3	3	3	3	1	1	1	1	6	220
3033535	Clematis tangutica	Plantae	Magnoliopsida	40		1	1	1	1	3	3	3	2	0	0	3	3	6	220
3169756	Nerium oleander	Plantae	Magnoliopsida	40		1	1	1	1	3	3	3	3	1	1	1	1	6	220
4487799	Tupiocoris rhododendri	Animalia	Insecta	40		1	1	1	1	3	3	3	3	1	1	1	1	1	216
5387639	Aster ageratoides	Plantae	Magnoliopsida	40		1	1	1	1	3	3	3	3	1	1	1	1	6	220
5568442	Dysphania anthelmintica	Plantae	Magnoliopsida	40		1	2	1	1	1	1	3	1	3	3	2	2	6	220
5584240	Silene schafta	Plantae	Magnoliopsida	40		1	1	1	1	3	3	3	3	1	1	1	1	6	220
7157952	Dryopteris erythrosora	Plantae	Polypodiopsida	40		1	1	1	1	3	2	2	1	3	3	1	1	6	7228684
7768495	Phedimus stolonifer	Plantae	Magnoliopsida	40		1	1	1	1	3	3	3	3	1	1	1	1	6	220
2227663	Rhithropanopeus harrisii	Animalia	Malacostraca	39.5	0.9963346902476176	2	2	1	1	2	3	2	1	1	1	2	1	1	229
5284827	Picea sitchensis	Plantae	Pinopsida	39.5	0.9299413704285251	2	1	2	1	2	1	3	1	2	1	2	1	6	194
1651430	Aedes albopictus	Animalia	Insecta	39.5		3	2	1	1	3	2	1	1	1	1	1	1	1	216
2440954	Cervus nippon	Animalia	Mammalia	39.5		1	1	1	1	2	2	2	2	2	3	2	2	1	359
2474029	Alectoris chukar	Animalia	Aves	39.5		1	1	1	1	1	1	2	2	3	3	3	3	1	212
2498065	Anas flavirostris	Animalia	Aves	39.5		1	1	1	1	1	1	2	2	3	3	3	3	1	212
5229136	Vanellus armatus	Animalia	Aves	39.5		3	3	2	2	1	1	1	1	1	1	1	1	1	212
5377378	Matthiola incana (L.) W.T.Aiton	Plantae	Magnoliopsida	39.5		1	1	1	1	1	1	2	2	3	3	3	3	6	220
7158449	Polystichum polyblepharon	Plantae	Polypodiopsida	39.5		1	1	1	1	2	2	3	1	2	3	1	3	6	7228684
5156102	Leptoglossus occidentalis	Animalia	Insecta	39	1.3334409434910741	1	3	0	3	1	3	0	3	1	3	0	3	1	216
3021496	Prunus laurocerasus	Plantae	Magnoliopsida	39	1.1406733122595394	1	3	0	3	1	3	0	3	1	3	0	3	6	220
3084015	Phytolacca americana	Plantae	Magnoliopsida	39	1.1154495906336652	1	3	0	3	1	3	0	3	1	3	0	3	6	220
5304294	Hyacinthoides massartiana	Plantae	Liliopsida	39	1.1074895480148264	1	3	0	3	1	3	0	3	1	3	0	3	6	196
2889934	Tropaeolum majus	Plantae	Magnoliopsida	39	1.065994340666163	1	3	0	3	1	3	0	3	1	3	0	3	6	220
2996525	Rubus armeniacus	Plantae	Magnoliopsida	39	1.045196371429302	1	3	0	3	1	3	0	3	1	3	0	3	6	220
5598598	Lonicera acuminata	Plantae	Magnoliopsida	39	0.9188353454413887	1	1	1	1	2	2	2	1	3	2	3	1	6	220
2876049	Corylus maxima	Plantae	Magnoliopsida	39	0.8676945849338585	1	1	2	1	3	1	3	1	2	1	2	1	6	220
2891664	Oxalis articulata	Plantae	Magnoliopsida	39	0.8345067028665442	2	2	3	0	1	1	2	0	3	2	2	0	6	220
2440946	Muntiacus reevesi	Animalia	Mammalia	39	0.6726880796332771	2	2	2	0	2	2	2	0	2	2	2	0	1	359
2762737	Musa basjoo	Plantae	Liliopsida	39		3	3	3	2	0	0	1	1	0	0	3	3	6	196
2927303	Lavandula stoechas	Plantae	Magnoliopsida	39		1	1	1	1	1	1	3	2	3	3	2	2	6	220
2984306	Gunnera tinctoria	Plantae	Magnoliopsida	39		1	1	2	2	2	2	2	2	1	1	2	2	6	220
5373039	Salix sepulcralis chrysocoma	Plantae	Magnoliopsida	39		2	3	2	2	1	1	1	1	1	1	2	2	6	220
9376410	Delosperma cooperi	Plantae	Magnoliopsida	39		1	1	2	3	1	1	1	1	2	2	3	3	6	220
4046493	Polystichum luctuosum	Plantae	Polypodiopsida	38.5	0.8664140394556199	1	1	2	1	1	1	2	1	3	3	3	1	6	7228684
7881150	Polygonatum hybridum	Plantae	Liliopsida	38.5		1	1	2	2	3	3	3	3	0	0	0	0	6	196
5356541	Lathyrus heterophyllus	Plantae	Magnoliopsida	38	1.3194388265354027	1	1	1	3	1	1	1	3	2	2	2	3	6	220
2498387	Aix sponsa	Animalia	Aves	38	0.990060055554517	1	3	1	1	1	3	1	1	1	3	1	3	1	212
3003709	Rosa glauca	Plantae	Magnoliopsida	38	0.9570479233755462	1	1	1	1	3	1	2	1	3	1	3	1	6	220
2474051	Alectoris rufa	Animalia	Aves	38	0.9004201819776034	1	1	2	1	2	1	2	1	3	1	3	1	1	212
1577153	Hermetia illucens	Animalia	Insecta	38		1	1	3	3	1	1	1	1	1	1	3	3	1	216
2286388	Mulinia lateralis	Animalia	Bivalvia	38		1	1	1	2	1	1	1	1	3	3	3	3	1	137
2943190	Caragana arborescens	Plantae	Magnoliopsida	38		1	1	1	1	3	3	2	3	1	1	1	1	6	220
5189713	Menetus dilatatus	Animalia	Gastropoda	38		1	1	1	1	2	2	2	2	2	2	2	2	1	225
5228033	Chrysolophus amherstiae	Animalia	Aves	38		2	2	1	1	1	1	1	1	2	2	3	3	1	212
5300716	Fritillaria imperialis	Plantae	Liliopsida	38		1	1	1	1	2	2	2	2	2	2	2	2	6	196
5330085	Wolffia columbiana	Plantae	Liliopsida	38		1	1	1	1	2	2	2	2	2	2	2	2	6	196
5545159	Ludwigia peploides montevidensis	Plantae	Magnoliopsida	38		1	1	1	1	2	2	2	2	2	2	2	2	6	220
5712981	Coccus hesperidum	Animalia	Insecta	38		1	1	1	1	2	2	3	3	1	1	2	2	1	216
3033865	Mahonia aquifolium	Plantae	Magnoliopsida	37.5	1.263114357742121	0	3	1	3	0	3	1	3	0	3	1	3	6	220
5369784	Geum macrophyllum	Plantae	Magnoliopsida	37.5	1.22785135624904	0	3	1	3	0	3	1	3	0	3	1	3	6	220
2888439	Papaver somniferum	Plantae	Magnoliopsida	37.5	1.223571461811859	0	3	1	3	0	3	1	3	0	3	1	3	6	220
8200663	Cymbalaria muralis	Plantae	Magnoliopsida	37.5	1.1710066509359747	0	3	1	3	0	3	1	3	0	3	1	3	6	220
4532122	Cydalima perspectalis	Animalia	Insecta	37.5	1.1118337355961279	0	3	1	3	0	3	1	3	0	3	1	3	1	216
4038485	Reynoutria bohemica	Plantae	Magnoliopsida	37.5	1.0606182405168392	1	1	1	3	2	1	1	3	2	1	1	3	6	220
2685796	Pseudotsuga menziesii	Plantae	Pinopsida	37.5	1.0197667391480003	0	1	3	3	0	1	3	3	0	1	3	3	6	194
7319302	Dryopteris cycadina	Plantae	Polypodiopsida	37.5	1.0054075737832524	1	1	1	3	2	2	2	3	0	0	2	3	6	7228684
3054368	Juglans regia	Plantae	Magnoliopsida	37.5	1.0042467698325723	0	3	1	3	0	3	1	3	0	3	1	3	6	220
2888622	Viburnum plicatum	Plantae	Magnoliopsida	37.5	0.9816177744715306	1	1	2	1	3	3	2	1	0	0	2	3	6	220
4264680	Myocastor coypus	Animalia	Mammalia	37.5	0.9543514216923765	2	1	2	1	2	1	2	1	2	1	2	1	1	359
3886505	Phlomis russeliana	Plantae	Magnoliopsida	37.5	0.7905674160986551	2	1	2	1	2	1	2	1	2	1	2	1	6	220
7645931	Salix acutifolia	Plantae	Magnoliopsida	37.5	0.6607357316237662	2	1	2	1	2	1	2	1	2	1	2	1	6	220
5284231	Metasequoia glyptostroboides	Plantae	Pinopsida	37.5		2	2	1	1	2	2	1	1	2	2	1	1	6	194
2480786	Theristicus melanopis	Animalia	Aves	37		1	1	1	1	3	2	2	2	1	1	2	2	1	212
2772082	Muscari latifolium	Plantae	Liliopsida	37		1	1	1	1	2	2	3	3	1	1	2	1	6	196
3666059	Oenothera glazioviana rubricalyx	Plantae	Magnoliopsida	37		1	1	1	1	2	2	1	1	2	3	2	3	6	220
2498010	Tadorna cana	Animalia	Aves	36.5	1.0513592149597975	1	1	1	3	1	1	1	3	2	1	2	3	1	212
1718308	Acheta domesticus	Animalia	Insecta	36.5	1.0025248514764211	0	3	1	3	0	3	1	3	0	3	1	2	1	216
10786206	Rhaphiolepis bibas	Plantae	Magnoliopsida	36.5	0.9267916232463242	1	1	2	1	1	1	1	1	3	3	3	1	6	220
7225712	Calystegia silvatica silvatica	Plantae	Magnoliopsida	36.5	0.8424220534758421	1	1	1	1	1	1	3	1	3	3	2	1	6	220
5415455	Acanthus mollis	Plantae	Magnoliopsida	36.5	0.601698683158771	1	1	1	1	3	3	2	1	1	1	2	1	6	220
1722299	Gryllodes sigillatus	Animalia	Insecta	36.5		1	1	1	1	3	3	2	2	1	1	1	1	1	216
2188249	Varroa destructor	Animalia	Arachnida	36.5		3	3	2	2	0	0	1	1	0	0	3	3	1	367
3033965	Akebia quinata	Plantae	Magnoliopsida	36.5		1	1	1	1	3	3	3	3	0	0	1	1	6	220
3044912	Alyssum montanum	Plantae	Magnoliopsida	36.5		1	1	1	1	3	3	3	3	0	0	1	1	6	220
5341548	Gilia capitata	Plantae	Magnoliopsida	36.5		1	1	1	1	3	3	2	2	1	1	1	1	6	220
9480191	Mareca falcata	Animalia	Aves	36.5		1	1	1	1	3	3	3	3	0	0	1	1	1	212
3039267	Elaeagnus umbellata	Plantae	Magnoliopsida	36	0.9882867472747648	2	1	1	1	3	1	1	1	3	1	1	1	6	220
2891774	Impatiens capensis	Plantae	Magnoliopsida	36	0.9750037510602384	1	3	1	1	1	3	1	1	1	3	1	1	6	220
2439261	Rattus norvegicus	Animalia	Mammalia	36	0.9213756615376267	1	3	1	1	1	3	1	1	1	3	1	1	1	359
3189843	Acer tataricum	Plantae	Magnoliopsida	36	0.8535959990630756	3	2	1	1	1	1	2	1	1	1	2	1	6	220
5384932	Saururus cernuus	Plantae	Magnoliopsida	36	0.8343099436874541	2	1	2	1	2	1	3	1	1	1	1	1	6	220
3032653	Heuchera sanguinea	Plantae	Magnoliopsida	36	0.7802578211140229	1	1	1	1	1	1	2	1	3	3	3	1	6	220
3690997	Cardamine occulta	Plantae	Magnoliopsida	36	0.7259283823948952	3	1	0	1	3	1	0	1	3	3	0	1	6	220
2959443	Gleditsia triacanthos	Plantae	Magnoliopsida	36	0.6357858298224746	2	1	1	0	2	3	1	0	3	3	1	0	6	220
3133887	Coreopsis verticillata	Plantae	Magnoliopsida	36	0.6155401054604167	1	1	1	0	2	2	2	0	3	3	3	0	6	220
6100996	Crithagra mozambica	Animalia	Aves	36	0.5592744388509578	2	2	2	0	1	1	1	0	3	2	3	0	1	212
2441905	Chelydra serpentina	Animalia	Testudines	36		1	1	1	1	1	1	1	1	3	3	3	3	1	11418114
2479686	Trichoglossus haematodus	Animalia	Aves	36		1	1	1	1	1	1	1	1	3	3	3	3	1	212
2480075	Eclectus roratus	Animalia	Aves	36		1	1	1	1	1	1	1	1	3	3	3	3	1	212
2495134	Dromaius novaehollandiae	Animalia	Aves	36		1	1	1	1	1	1	1	1	3	3	3	3	1	212
2701879	Juncus striatus	Plantae	Liliopsida	36		1	1	1	1	1	1	1	1	3	3	3	3	6	196
2726360	Carex grayi	Plantae	Liliopsida	36		3	3	1	3	0	0	1	1	0	0	3	3	6	196
2858909	Narcissus jonquilla	Plantae	Liliopsida	36		1	1	1	1	1	1	1	1	3	3	3	3	6	196
2882841	Vaccinium macrocarpon	Plantae	Magnoliopsida	36		1	1	2	2	1	1	2	3	1	1	2	2	6	220
2928034	Nemophila maculata	Plantae	Magnoliopsida	36		1	1	1	1	1	1	1	1	3	3	3	3	6	220
3034046	Persea americana	Plantae	Magnoliopsida	36		3	3	3	3	0	0	1	1	0	0	1	1	6	220
3169120	Euonymus alatus	Plantae	Magnoliopsida	36		1	1	1	1	1	1	1	1	3	3	3	3	6	220
3646556	Pterostyrax hispidus	Plantae	Magnoliopsida	36		1	1	1	1	1	1	1	1	3	3	3	3	6	220
4121791	Molinia arundinacea	Plantae	Liliopsida	36		1	1	1	1	1	1	1	1	3	3	3	3	6	196
4845776	Lonchura oryzivora	Animalia	Aves	36		3	2	1	1	3	2	1	1	0	0	1	1	1	212
5304187	Triteleia laxa	Plantae	Liliopsida	36		1	1	1	1	1	1	2	2	2	2	3	3	6	196
5415054	Forsythia intermedia	Plantae	Magnoliopsida	36		1	1	1	1	1	1	1	1	3	3	3	3	6	220
7227181	Carex muricata muricata	Plantae	Liliopsida	36		1	1	1	1	1	1	1	1	3	3	3	3	6	196
7818643	Prunus armeniaca	Plantae	Magnoliopsida	36		1	1	1	1	1	1	2	2	2	2	3	3	6	220
9228211	Graptemys pseudogeographica	Animalia	Testudines	36		1	1	1	1	1	1	1	1	3	3	3	3	1	11418114
9771172	Valerianella locusta locusta	Plantae	Magnoliopsida	36		1	1	1	1	1	1	1	1	3	3	3	3	6	220
2498161	Anser rossii	Animalia	Aves	35.5	1.2155038861471412	1	1	1	3	2	1	1	3	1	1	1	3	1	212
5396474	Heliopsis helianthoides	Plantae	Magnoliopsida	35.5	0.9263028698114136	2	3	1	1	1	1	1	1	2	2	1	1	6	220
7400250	Platanus hispanica	Plantae	Magnoliopsida	35.5	0.8989075860676617	2	1	1	1	3	1	2	1	1	1	2	1	6	220
7315072	Papaver atlanticum	Plantae	Magnoliopsida	35.5	0.8549559940403288	1	1	1	0	3	3	1	0	3	3	1	0	6	220
3022609	Prunus serrulata	Plantae	Magnoliopsida	35.5	0.7257512649500014	1	1	1	1	2	2	2	1	2	2	2	1	6	220
2037991	Liguropia juniperi	Animalia	Insecta	35.5		1	1	2	2	1	1	1	1	2	2	2	3	1	216
2700768	Luzula nivea	Plantae	Liliopsida	35.5		1	1	2	1	1	1	3	2	1	1	2	3	6	196
5406741	Sida spinosa	Plantae	Magnoliopsida	35	0.9876989582089342	1	1	2	1	2	3	2	1	1	1	1	1	6	220
5587240	Silene vulgaris vulgaris	Plantae	Magnoliopsida	35	0.9409223075353949	2	1	1	1	2	1	2	1	2	1	2	1	6	220
2020655	Corythucha ciliata	Animalia	Insecta	35	0.9024556227616071	3	0	1	1	3	0	1	1	3	0	1	3	1	216
5329263	Elodea densa	Plantae	Liliopsida	35	0.8755623416655791	1	1	2	1	1	1	1	1	3	3	2	1	6	196
7763534	Lauritrioza alacris	Animalia	Insecta	35	0.8292386014701388	3	3	1	1	1	1	1	1	1	1	1	1	1	216
7790614	Crataegus coccinea	Plantae	Magnoliopsida	35	0.7784412198451178	3	3	1	1	1	1	1	1	1	1	1	1	6	220
1749580	Phyllocnistis citrella	Animalia	Insecta	35	0.7780807835903867	3	2	2	1	1	1	1	1	1	1	1	1	1	216
5831060	Crepis foetida rhoeadifolia	Plantae	Magnoliopsida	35	0.4709395562106323	2	1	2	0	2	1	2	0	3	1	2	0	6	220
2888806	Scabiosa ochroleuca	Plantae	Magnoliopsida	35		1	1	3	3	1	1	2	1	1	1	1	1	6	220
5403541	Crepis bursifolia	Plantae	Magnoliopsida	35		1	1	1	1	1	1	1	1	3	3	3	2	6	220
7135755	Rhododendron luteum	Plantae	Magnoliopsida	34.5	1.0831278056879032	1	3	0	2	1	3	0	2	1	3	0	2	6	220
8190077	Populus canadensis	Plantae	Magnoliopsida	34.5	0.9725411360543229	1	2	1	2	1	2	1	2	1	2	1	2	6	220
4259350	Tilia tomentosa	Plantae	Magnoliopsida	34.5	0.9714307392523248	1	1	2	1	2	1	2	1	2	1	2	1	6	220
2772174	Muscari armeniacum	Plantae	Liliopsida	34.5	0.811654294474536	2	1	2	0	2	1	2	0	2	1	3	0	6	196
2437619	Dolichotis patagonum	Animalia	Mammalia	34.5		1	1	2	2	1	1	1	1	2	2	2	2	1	359
2474936	Anthropoides virgo	Animalia	Aves	34.5		1	1	1	1	2	2	2	2	1	1	2	2	1	212
2684178	Thuja occidentalis	Plantae	Pinopsida	34.5		1	1	2	2	1	1	1	1	2	2	2	2	6	194
3082279	Ceratostigma plumbaginoides	Plantae	Magnoliopsida	34.5		1	1	1	1	1	1	2	1	2	2	3	3	6	220
