taxonKey	year_2022_em_status_occs_Wallonia	year_2022_em_status_occupancy_Wallonia	year_2022_em_status_occs_WalloniaNatura2000	year_2022_em_status_occupancy_WalloniaNatura2000	year_2023_em_status_occs_Wallonia	year_2023_em_status_occupancy_Wallonia	year_2023_em_status_occs_WalloniaNatura2000	year_2023_em_status_occupancy_WalloniaNatura2000	year_2024_em_status_occs_Wallonia	year_2024_em_status_occupancy_Wallonia	year_2024_em_status_occs_WalloniaNatura2000	year_2024_em_status_occupancy_WalloniaNatura2000	mean_growth	taxonName	class	clasKey	kingdom
7266343	1	1	1	1	3	3	3	3	3	3	3	3		Salix purpurea subsp. purpurea	Magnoliopsida	220	Plantae
7291264	2	2	1	1	2	2	1	1	2	2	3	3		Bistorta amplexicaulis (D.Don) Greene	Magnoliopsida	220	Plantae
7313595	1	1	1	1	1	1	1	1	1	1	1	1	0.9307974399228894	Asarum europaeum L.	Magnoliopsida	220	Plantae
7315063	3	3	1	2	3	3	1	3	3	3	1	3	1.5304425946521978	Pseudofumaria alba (Mill.) Lidén	Magnoliopsida	220	Plantae
7315072	2	2	3	3	3	3	1	1	3	3	3	3		Papaver atlanticum (Ball) Coss.	Magnoliopsida	220	Plantae
7325877	0	1			0	1			0	1			0.45241558010783184	Fraxinus angustifolia Vahl	Magnoliopsida	220	Plantae
7327990	0	1	0	0	0	1	0	0	0	1	0	0	0.724052915863422	Rhododendron ponticum L.	Magnoliopsida	220	Plantae
7332415	3	3			3	3			3	1				Chaenorhinum origanifolium (L.) Fourr.	Magnoliopsida	220	Plantae
7334368	3	2			3	3			2	2				Umbilicus rupestris (Salisb.) Dandy	Magnoliopsida	220	Plantae
7346102	3	3	1	3	3	3	1	3	3	3	1	3	1.2339171473629642	Erythranthe guttata (DC.) G.L.Nesom	Magnoliopsida	220	Plantae
7400250	1	0			1	0			1	0			0.7662310973008027	Platanus ×hispanica Mill. ex Münchh.	Magnoliopsida	220	Plantae
7433196	1	1	1	1	1	1	1	1	1	1	1	1	0.4157900389756687	Euonymus latifolius (L.) Mill.	Magnoliopsida	220	Plantae
7443846	3	3	2	3	3	3	1	3	1	3	2	3		Dipsacus strigosus Willd.	Magnoliopsida	220	Plantae
7466434	3	1	1	1	3	1	1	1	3	1	1	1	1.0465158388480378	Pastinaca sativa subsp. urens (Req. ex Godr.) Celak.	Magnoliopsida	220	Plantae
7540164	3	3	1	0	3	3	1	0	3	3	1	0	1.1199955249396516	Arion vulgaris Moquin-Tandon, 1855	Gastropoda	225	Animalia
7560711	3	3			2	2			1	1				Oxalis tetraphylla Cav.	Magnoliopsida	220	Plantae
7627205	1	1	0	1	1	1	0	1	1	1	0	1	0.6118382957845976	Glebionis coronaria (L.) Tzvelev	Magnoliopsida	220	Plantae
7671397	2	2	3	3	2	2	1	1	3	3	2	2		Phuopsis stylosa (Trin.) G.Nicholson	Magnoliopsida	220	Plantae
7678610	1	1	1	1	1	1	1	1	1	1	1	1	0.8211974086868487	Raphanus sativus L.	Magnoliopsida	220	Plantae
7747216	1	0	0	0	1	0	0	0	1	0	0	0	0.8666407289962563	Aira caryophyllea L.	Liliopsida	196	Plantae
7749287	1	1	1	1	1	1	1	1	1	1	1	1	0.6965806886066004	Petasites albus (L.) Gaertn.	Magnoliopsida	220	Plantae
7753992	1	1	1	1	1	1	1	1	3	3	3	3		Helix lucorum Linnaeus, 1758	Gastropoda	225	Animalia
7763534	1	1			1	1			2	2				Lauritrioza alacris (Flor, 1861)	Insecta	216	Animalia
7795888	3	0	3	1	3	0	3	1	3	0	3	1	1.343771249147873	Triticum aestivum L.	Liliopsida	196	Plantae
7802465	3	3	2	2	3	3	3	2	3	3	3	2	1.075322619308654	Nymphaea ×marliacea Lat.-Marl.	Magnoliopsida	220	Plantae
7810918	1	1	1	1	1	1	1	1	1	1	1	1	0.7219734264108785	Scrophularia vernalis L.	Magnoliopsida	220	Plantae
7844167	0	1	1	1	0	1	1	1	0	1	1	1	0.6509355636976293	Colutea arborescens L.	Magnoliopsida	220	Plantae
7889822	2	1			2	1			2	1			0.9675043598199264	Spiraea ×billardii Hérincq	Magnoliopsida	220	Plantae
7903057	1	1	1	1	1	1	1	1	1	1	1	1	0.8262155807784877	Brassica rapa L.	Magnoliopsida	220	Plantae
7915783	1	1	1	1	1	1	1	1	2	1	2	2		Oenothera ×fallax Renner	Magnoliopsida	220	Plantae
7978544	3	3	3	3	3	3	3	3	3	3	3	3	1.2702873893587885	Hydrocotyle ranunculoides L.fil.	Magnoliopsida	220	Plantae
7989836	2	2			1	1			2	2				Symphytum caucasicum M.Bieb.	Magnoliopsida	220	Plantae
8002952	3	3	3	3	3	3	3	3	3	3	3	3	1.1408340350318653	Ambrosia artemisiifolia L.	Magnoliopsida	220	Plantae
8012439	3	3	1	1	3	3	1	1	3	3	1	1	1.0587230088084378	Symphoricarpos albus (L.) K.Koch	Magnoliopsida	220	Plantae
8014163	3	3	3	2	3	1	3	3	3	1	3	3	1.5947257521577851	Ambigolimax valentianus (A.Férussac, 1821)	Gastropoda	225	Animalia
8042568	3	3	3	3	1	1	2	2	1	1	1	1		Artemisia abrotanum L.	Magnoliopsida	220	Plantae
8080743	1	1	1	1	1	1	1	1	1	1	1	1	0.7266742968037835	Scilla siberica Andrews	Liliopsida	196	Plantae
8091998	2	1	1	1	2	3	2	2	3	3	2	3		Gypsophila vaccaria (L.) Sm.	Magnoliopsida	220	Plantae
8116963	1	1			1	1			3	3				Acanthus hungaricus (Borbás) Baen.	Magnoliopsida	220	Plantae
8149049	1	1			1	1			1	1				Wisteria sinensis (Sims) DC.	Magnoliopsida	220	Plantae
8149923	1	1	1	1	1	1	1	1	1	1	2	2	0.7825164610189456	Prunus persica (L.) Stokes	Magnoliopsida	220	Plantae
8168344	1	1			1	1			1	1			0.6178462635622678	Hedera hibernica Poit.	Magnoliopsida	220	Plantae
8170635	3	3	1	1	3	3	1	1	3	3	1	1	1.0879137243630352	Spiraea japonica L.fil.	Magnoliopsida	220	Plantae
8190077	1	0			1	0			1	0			0.5523687499614152	Populus ×canadensis Moench	Magnoliopsida	220	Plantae
8190231	3	3	3	3	3	3	3	3	3	3	3	3	1.5086135186324594	Corbicula fluminea (O.F.Müller, 1774)	Bivalvia	137	Animalia
8193111	1	1	0	1	1	1	0	1	1	1	0	1	0.8825910406852033	Melilotus officinalis (L.) Lam.	Magnoliopsida	220	Plantae
8200663	3	3	3	3	3	3	3	3	3	3	3	3	1.270659046351827	Cymbalaria muralis G.Gaertn., B.Mey. & Scherb.	Magnoliopsida	220	Plantae
8287616	1	1			1	1			3	1				Linaria simplex (Willd.) DC.	Magnoliopsida	220	Plantae
8288647	0	1	0	1	0	1	0	1	0	1	0	1	0.5454880598017203	Pterocarya fraxinifolia (Poir.) Spach	Magnoliopsida	220	Plantae
8288930	0	0	0	1	0	0	0	1	0	0	0	1	0.6598412272458911	Pilosella piloselloides (Vill.) Soják	Magnoliopsida	220	Plantae
8298495	3	3	3	3	3	3	3	3	3	3	3	3	1.2379204580305703	Galinsoga quadriradiata Ruiz & Pav.	Magnoliopsida	220	Plantae
8313153	1	1	0	1	1	1	1	1	1	1	1	1	0.8118585413551778	Quercus palustris Münchh.	Magnoliopsida	220	Plantae
8362005	1	1			1	1			3	3				Sasa palmata (Burb.) E.G.Camus	Liliopsida	196	Plantae
8373355	1	1	2	3	1	1	1	1	1	1	2	2	0.6636275827679065	Artemisia annua L.	Magnoliopsida	220	Plantae
8427624	3	3	1	3	3	3	1	3	3	3	1	3	1.0640668238292514	Oxalis corniculata L.	Magnoliopsida	220	Plantae
8584304	3	3	3	1	3	3	2	1	3	3	2	1	1.0270373543334397	Guizotia abyssinica (L.fil.) Cass.	Magnoliopsida	220	Plantae
8599762	0	0	0	0	0	0	0	0	0	0	0	0	0.4690953495470378	Aproceros leucopoda Takeuchi, 1939	Insecta	216	Animalia
8699607	2	2	2	2	2	2	3	3	2	2	3	3		Mycosarcoma maydis (DC.) Bref.	Ustilaginomycetes	148	Fungi
8701771	1	1			1	1			3	3				Obama nungara Carbayo, Alvarez-Presas, Jones & Riutort, 2016			Animalia
8740315	1	1	1	1	1	1	1	1	3	3	3	3		Marionfyfea adventor Jones & Sluys, 2016			Animalia
8741260	2	3	2	2	3	3	3	3	3	3	3	3		Macrosaccus robiniella (Clemens, 1859)	Insecta	216	Animalia
8745918	3	1	1	1	3	1	1	1	3	1	1	1	1.1164799998942145	Deroceras invadens Reise, Hutchinson, Schunack & Schlitt, 2011	Gastropoda	225	Animalia
8848208	3	3	1	3	3	3	1	3	3	3	1	3	1.0780425851594955	Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal	Magnoliopsida	220	Plantae
8909595	2	3	1	1	3	3	1	1	2	3	1	1		Faxonius limosus (Rafinesque, 1817)	Malacostraca	229	Animalia
8911082	3	3	1	1	2	3	1	1	2	3	1	1		Amaranthus blitum L.	Magnoliopsida	220	Plantae
8946295	3	1	1	1	3	1	1	1	1	1	1	1	1.0101133958635868	Pontastacus leptodactylus (Eschscholtz, 1823)	Malacostraca	229	Animalia
8994150	1	1	3	1	1	1	3	1	1	1	3	1	0.769422537762497	Oenothera parviflora L.	Magnoliopsida	220	Plantae
9018536	1	1	1	1	1	1	1	1	1	1	1	1		Koenigia campanulata (Hook.fil.) T.M.Schust. & Reveal	Magnoliopsida	220	Plantae
9148577	1	1	0	2	1	1	0	2	1	1	0	2	0.8422883186060145	Alnus incana (L.) Moench	Magnoliopsida	220	Plantae
9151957	1	3	3	3	1	3	1	3	1	3	1	3	0.9703204987321546	Medicago sativa L.	Magnoliopsida	220	Plantae
9182765	3	3	1	1	2	2	1	1	1	1	1	1		Calendula arvensis L.	Magnoliopsida	220	Plantae
9188840	0	0	1	0	0	0	1	0	0	0	1	0	0.6825428707148223	Epilobium ciliatum Raf.	Magnoliopsida	220	Plantae
9202318	1	1	1	1	1	1	1	1	1	1	1	1	0.9668437870276505	Symphyotrichum lanceolatum (Willd.) G.L.Nesom	Magnoliopsida	220	Plantae
9206251	1	1	1	1	0	0	1	1	0	0	1	1	0.8017023887241623	Helianthus annuus L.	Magnoliopsida	220	Plantae
9326020	2	2			2	2			2	2				Gallus gallus (Linnaeus, 1758)	Aves	212	Animalia
9350124	1	2	1	1	1	2	1	1	1	2	1	1	0.9799883048246584	Natrix helvetica (Lacépède, 1789)	Squamata	11592253	Animalia
9376410	3	3			3	3			1	1				Delosperma cooperi (Hook.fil.) L.Bolus	Magnoliopsida	220	Plantae
9451184	0	2	2	2	0	2	3	3	0	1	1	1	0.6817303391228959	Pavo cristatus Linnaeus, 1758	Aves	212	Animalia
9752149	1	1	1	0	1	1	1	0	1	1	1	0	0.9199536823035962	Phasianus colchicus Linnaeus, 1758	Aves	212	Animalia
9823072	3	1	3	3	3	1	3	3	3	1	3	3	1.04552813058879	Oxalis stricta L.	Magnoliopsida	220	Plantae
9890104	0	1	0	1	0	1	0	1	0	1	0	1	0.5696501236897439	Xeroplexa intersecta (Poiret, 1801)	Gastropoda	225	Animalia
10071055	1	1	0	1	1	1	0	1	1	3	0	1	0.8485310623644403	Scandosorbus ×intermedia (Ehrh.) Sennikov	Magnoliopsida	220	Plantae
11007246	1	3	3	2	1	2	3	2	1	3	3	3	0.87941491816479	Clinopodium menthifolium (Host) Merino	Magnoliopsida	220	Plantae
11742641	2	2	1	1	3	3	2	2	3	3	3	3		Myriophyllum rubricaule Valk. & Duist.	Magnoliopsida	220	Plantae
