taxonKey	year_2022_em_status_occs_Belgium	year_2022_em_status_occupancy_Belgium	year_2022_em_status_occs_natura2000	year_2022_em_status_occupancy_natura2000	year_2023_em_status_occs_Belgium	year_2023_em_status_occupancy_Belgium	year_2023_em_status_occs_natura2000	year_2023_em_status_occupancy_natura2000	year_2024_em_status_occs_Belgium	year_2024_em_status_occupancy_Belgium	year_2024_em_status_occs_natura2000	year_2024_em_status_occupancy_natura2000	mean_growth	taxonName	class	clasKey	kingdom
2439270	2	3	3	1	2	3	3	1	2	3	3	1		Rattus rattus (Linnaeus, 1758)	Mammalia	359	Animalia
2440196	1	1	1	1	1	1	1	1	3	3	1	1		Macropus rufogriseus (Desmarest, 1817)	Mammalia	359	Animalia
2440946	0	0	1	1	0	0	1	2	0	0	1	2	0.8283517075108031	Muntiacus reevesi (Ogilby, 1839)	Mammalia	359	Animalia
2440954	2	2	0	0	1	1	0	0	1	1	0	0		Cervus nippon Temminck, 1838	Mammalia	359	Animalia
2441905	1	1			3	3			2	2				Chelydra serpentina (Linnaeus, 1758)	Testudines	11418114	Animalia
2443002	1	1	2	2	1	1	2	2	1	1	2	2	0.9658176881925794	Trachemys scripta (Thunberg In Schoepff, 1792)	Testudines	11418114	Animalia
2445034	2	2			2	2			3	3				Tarentola mauritanica (Linnaeus, 1758)	Squamata	11592253	Animalia
2455615	1	1			1	1			1	1			0.6296478755770027	Pantherophis guttatus (Linnaeus, 1766)	Squamata	11592253	Animalia
2469188	1	1	1	1	1	1	1	1	1	1	1	1	0.7242146130145048	Podarcis muralis (Laurenti, 1768)	Squamata	11592253	Animalia
2473341	3	1	1	1	1	1	1	3	1	1	1	3	1.0061983467370503	Numida meleagris (Linnaeus, 1758)	Aves	212	Animalia
2473477	3	3	3	3	3	3	3	3	3	3	3	3	1.0597150110405373	Syrmaticus reevesii (J.E.Gray, 1829)	Aves	212	Animalia
2474029	2	2			2	2			2	2				Alectoris chukar (J.E.Gray, 1830)	Aves	212	Animalia
2474051	1	1			1	1			1	1			0.9565472023677425	Alectoris rufa (Linnaeus, 1758)	Aves	212	Animalia
2474416	1	1	1	1	1	1	1	1	2	2	2	2		Porphyrio porphyrio (Linnaeus, 1758)	Aves	212	Animalia
2474936	1	1			1	1			1	1			0.7786954867156427	Anthropoides virgo (Linnaeus, 1758)	Aves	212	Animalia
2475235	1	1			1	1			3	3				Tauraco leucotis (Ruppell, 1835)	Aves	212	Animalia
2475648	2	1	1	1	3	1	2	2	3	2	2	2	1.016766762388079	Dacelo novaeguineae (Hermann, 1783)	Aves	212	Animalia
2479226	3	3	3	3	3	3	3	3	3	3	3	3	1.1599521227729261	Psittacula krameri (Scopoli, 1769)	Aves	212	Animalia
2479311	0	2	1	1	0	1	1	1	0	2	2	2	0.530071677014417	Platycercus elegans (Gmelin, 1788)	Aves	212	Animalia
2479329	1	1	1	1	1	1	1	1	2	2	1	1		Platycercus eximius (Shaw, 1792)	Aves	212	Animalia
2479407	3	3	3	3	3	3	3	3	3	3	3	3	1.0589174824891925	Myiopsitta monachus (Boddaert, 1783)	Aves	212	Animalia
2479544	3	3	3	3	2	2	1	1	1	2	1	1		Agapornis fischeri Reichenow, 1887	Aves	212	Animalia
2479798	1	1	1	1	1	1	1	2	1	1	1	2	0.8807257308760111	Melopsittacus undulatus (Shaw, 1805)	Aves	212	Animalia
2479804	1	1			1	1			3	3				Pyrrhura molinae (Massena & Souance, 1854)	Aves	212	Animalia
2479925	1	1			1	1			3	3				Alisterus scapularis (Lichtenstein, 1816)	Aves	212	Animalia
2479977	1	1	1	1	1	1	1	1	1	1	1	1	0.9792651514938435	Nymphicus hollandicus (Kerr, 1792)	Aves	212	Animalia
2480350	1	0			3	0			3	0			1.014006779483915	Pelecanus onocrotalus Linnaeus, 1758	Aves	212	Animalia
2480372	0	0	0	2	0	0	0	1	0	1	0	1	0.25307083781612194	Elanus caeruleus (Desfontaines, 1789)	Aves	212	Animalia
2480410	1	3	1	1	1	3	1	1	1	3	1	1	0.9838350900509751	Parabuteo unicinctus (Temminck, 1824)	Aves	212	Animalia
2480446	3	3			3	3			2	2				Haliaeetus leucocephalus (Linnaeus, 1766)	Aves	212	Animalia
2480491	1	0	1	0	1	0	1	0	1	0	1	1	0.6857535865977924	Circus macrourus (S.G.Gmelin, 1770)	Aves	212	Animalia
2480524	0	0			0	0			0	0			0.47043413090743363	Buteo lagopus (Pontoppidan, 1763)	Aves	212	Animalia
2480649	2	3			1	1			1	1				Gypaetus barbatus (Linnaeus, 1758)	Aves	212	Animalia
2480685	1	2	3	2	1	1	3	1	1	2	3	2	0.7527792433983991	Hieraaetus pennatus (Gmelin, 1788)	Aves	212	Animalia
2480764	1	1	1	0	1	1	1	0	1	1	1	0	0.8214804581011296	Threskiornis aethiopicus (Latham, 1790)	Aves	212	Animalia
2480773	1	1	1	0	1	1	1	0	1	1	1	0	0.8303445013213592	Plegadis falcinellus (Linnaeus, 1766)	Aves	212	Animalia
2480906	0	0	1	0	0	0	1	0	0	0	1	0	0.6951719158393788	Ardeola ralloides (Scopoli, 1769)	Aves	212	Animalia
2481062	0	0	1	0	0	0	1	0	0	0	1	0	0.8376147914519019	Falco vespertinus Linnaeus, 1766	Aves	212	Animalia
2481134	1	1			1	1			1	1			0.8607121822152546	Larus delawarensis Ord, 1815	Aves	212	Animalia
2481263	0	0	1	0	0	0	1	0	0	0	1	0	0.7822509803457244	Gelochelidon nilotica (J.F.Gmelin, 1789)	Aves	212	Animalia
2481670	1	1			1	1			2	2				Limnodromus scolopaceus (Say, 1822)	Aves	212	Animalia
2481703	0	0	0	0	0	0	0	0	0	0	0	0	0.6045687100713496	Xenus cinereus (Güldenstädt, 1775)	Aves	212	Animalia
2481719	0	0	0	0	0	0	0	0	0	0	0	0	0.6956306717343477	Tringa stagnatilis (Bechstein, 1803)	Aves	212	Animalia
2481744	0	0	0	0	0	0	0	0	0	0	0	0	0.6508294752995184	Calidris melanotos (Vieillot, 1819)	Aves	212	Animalia
2481959	0	0	0	0	0	0	0	0	0	0	0	0	0.8508571559781839	Gavia arctica (Linnaeus, 1758)	Aves	212	Animalia
2481962	0	0	0	0	0	0	0	0	0	0	0	0	0.833828915172735	Gavia immer (Brunnich, 1764)	Aves	212	Animalia
2484605	1	0			1	0			1	0			0.5840573592431713	Bombycilla garrulus (Linnaeus, 1758)	Aves	212	Animalia
2486132	3	1	1	1	1	1	1	1	1	1	1	1		Pycnonotus leucotis (Gould, 1836)	Aves	212	Animalia
2489075	1	1			1	1			2	2				Lamprotornis superbus Rüppell, 1845	Aves	212	Animalia
2490384	2	2			2	2			3	3				Cardinalis cardinalis (Linnaeus, 1758)	Aves	212	Animalia
2492867	0	0	1	0	0	0	1	0	0	0	1	0	0.6792978318787398	Lanius senator Linnaeus, 1758	Aves	212	Animalia
2493618	1	1			1	1			3	3				Lonchura striata (Linnaeus, 1766)	Aves	212	Animalia
2493633	1	0	1	1	1	0	1	1	1	0	1	1	0.8104518999625933	Taeniopygia guttata (Vieillot, 1817)	Aves	212	Animalia
2494303	3	3	0	1	3	3	0	1	1	3	0	1	1.0123602593998355	Serinus canaria (Linnaeus, 1758)	Aves	212	Animalia
2495414	3	3	3	3	3	3	3	3	3	3	3	3	1.2436163650463723	Columba livia J.F.Gmelin, 1789	Aves	212	Animalia
2495494	1	3			1	3			1	3			0.6773258186522173	Geopelia cuneata (Latham, 1801)	Aves	212	Animalia
2497701	1	1	1	1	2	2	1	1	2	2	2	2		Otus scops (Linnaeus, 1758)	Aves	212	Animalia
2498015	1	1	3	1	1	1	3	0	1	0	3	0	0.9287235109778913	Tadorna ferruginea (Pallas, 1764)	Aves	212	Animalia
2498026	0	0	0	0	0	0	0	0	0	0	0	0	0.5166704321912181	Anser erythropus (Linnaeus, 1758)	Aves	212	Animalia
2498034	1	3	1	3	1	3	1	3	1	3	1	3	0.9545770109048567	Anser cygnoides (Linnaeus, 1758)	Aves	212	Animalia
2498035	3	3	3	3	3	3	3	3	3	3	3	3	1.036847123185732	Anser indicus (Latham, 1790)	Aves	212	Animalia
2498046	1	3	1	1	1	3	1	1	1	3	1	1	0.9122399264194285	Chenonetta jubata (Latham, 1801)	Aves	212	Animalia
2498090	1	0	0	2	0	0	0	1	0	0	0	2	0.8919174938981981	Anas bahamensis Linnaeus, 1758	Aves	212	Animalia
2498094	1	1			1	1			1	1			0.9258968381508899	Anas capensis J.F.Gmelin, 1789	Aves	212	Animalia
2498161	1	3	3	3	1	3	3	3	1	3	3	3	0.7852071032592447	Anser rossii Cassin, 1861	Aves	212	Animalia
2498163	1	1	1	2	1	1	1	2	1	1	3	1	0.8783430600746774	Anser canagicus (Sevastianov, 1802)	Aves	212	Animalia
2498167	0	0	1	0	0	0	1	0	0	0	1	0	0.7796064341785852	Anser caerulescens (Linnaeus, 1758)	Aves	212	Animalia
2498252	3	1	3	1	3	1	3	1	3	1	1	1	1.0336668292997668	Alopochen aegyptiaca (Linnaeus, 1766)	Aves	212	Animalia
2498259	0	0	0	0	0	0	0	0	0	0	0	0	0.6194518093838731	Aythya nyroca (Güldenstädt, 1770)	Aves	212	Animalia
2498305	0	0	0	0	0	0	0	0	0	0	0	0	0.6864991311185611	Oxyura jamaicensis (J.F.Gmelin, 1789)	Aves	212	Animalia
2498329	3	3	1	1	3	3	1	1	3	3	1	1	1.2290920367798468	Bucephala albeola (Linnaeus, 1758)	Aves	212	Animalia
2498344	3	3	3	3	3	3	3	3	3	3	3	3	1.1897394638057017	Cygnus atratus (Latham, 1790)	Aves	212	Animalia
2498384	1	1	1	1	1	1	1	1	1	1	1	1	0.9323802281210363	Callonetta leucophrys (Vieillot, 1816)	Aves	212	Animalia
2498387	0	3	0	1	0	1	0	1	0	1	0	1	0.7934811508008844	Aix sponsa (Linnaeus, 1758)	Aves	212	Animalia
2498388	1	3	1	1	1	3	1	1	1	3	1	1	1.001589856175604	Aix galericulata (Linnaeus, 1758)	Aves	212	Animalia
2498402	3	3	3	3	3	1	3	3	1	1	3	3	1.0113738160007573	Dendrocygna bicolor (Vieillot, 1816)	Aves	212	Animalia
2498408	1	1	0	1	1	1	0	1	1	1	1	1	0.9135740403718565	Lophodytes cucullatus (Linnaeus, 1758)	Aves	212	Animalia
2501248	3	3	3	3	3	3	2	2	3	3	2	2	1.206460937798808	Mnemiopsis leidyi A.Agassiz, 1865	Tentaculata	365	Animalia
2502810	1	1			1	1			3	3				Caenoplana coerulea Moseley, 1877			Animalia
2515351	1	1			2	2			3	3				Puccinia oxalidis Dietel & Ellis	Pucciniomycetes	270	Fungi
2516075	1	1	1	1	1	1	1	1	1	1	1	1	0.8574902025058826	Cumminsiella mirabilissima (Peck) Nannf.	Pucciniomycetes	270	Fungi
2516419	1	1			1	1			1	1			0.7422007938664956	Tranzschelia discolor (Fuckel) Tranzschel & M.A.Litv.	Pucciniomycetes	270	Fungi
2516809	0	0			0	0			0	0			0.73877244691859	Melampsoridium betulinum (Pers.) Kleb.	Pucciniomycetes	270	Fungi
2537743	2	2	1	1	2	2	1	1	3	3	3	3		Lentinula edodes (Berk.) Pegler	Agaricomycetes	186	Fungi
2598552	0	0	1	1	0	0	2	2	0	0	1	1	0.7860583584142671	Seifertia azaleae (Peck) Partr. & Morgan-Jones	Dothideomycetes	183	Fungi
