taxonKey	canonicalName	kingdom	class	em_pts	mean_growth	year_2023_em_status_occupancy_natura2000_Flanders	year_2023_em_status_occs_natura2000_Flanders	year_2022_em_status_occupancy_natura2000_Flanders	year_2022_em_status_occs_natura2000_Flanders	year_2021_em_status_occupancy_natura2000_Flanders	year_2021_em_status_occs_natura2000_Flanders	kingdomKey	classKey
8149923	Prunus persica	Plantae	Magnoliopsida	18.5	0.9810068697744961	2	1	3	1	2	1	6	220
2772666	Hyacinthus orientalis	Plantae	Liliopsida	18.5	0.9306651581435842	2	1	3	1	2	1	6	196
2494303	Serinus canaria	Animalia	Aves	18.5	0.8994333300821111	2	1	3	1	2	1	1	212
2985965	Deutzia scabra	Plantae	Magnoliopsida	18.5	0.8186622192775608	2	1	3	1	2	1	6	220
3020871	Prunus lusitanica	Plantae	Magnoliopsida	18.5	0.8071994862969345	2	1	3	1	2	1	6	220
2985964	Deutzia gracilis	Plantae	Magnoliopsida	18.5		2	2	2	2	1	1	6	220
3172549	Campsis radicans	Plantae	Magnoliopsida	18.5		2	2	2	2	1	1	6	220
5930559	Ilex altaclerensis	Plantae	Magnoliopsida	18.5		2	2	2	2	1	1	6	220
2498390	Marmaronetta angustirostris	Animalia	Aves	18	0.9803735440124209	2	1	2	1	3	1	1	212
3040999	Raphanus raphanistrum landra	Plantae	Magnoliopsida	18	0.9559383451355533	2	1	2	1	3	1	6	220
2498384	Callonetta leucophrys	Animalia	Aves	18	0.9406173666047051	2	1	2	1	3	1	1	212
2928761	Nicotiana alata	Plantae	Magnoliopsida	18	0.8949739777804243	2	1	2	1	3	1	6	220
5415012	Linaria purpurea	Plantae	Magnoliopsida	18	0.8842817661341732	2	1	2	1	3	1	6	220
5341497	Nepeta racemosa	Plantae	Magnoliopsida	18	0.8647829095657983	2	1	2	1	3	1	6	220
2888585	Viburnum tinus	Plantae	Magnoliopsida	18	0.855675880031786	2	1	2	1	3	1	6	220
3054117	Aubrieta deltoidea	Plantae	Magnoliopsida	18	0.8306899501282298	2	1	2	1	3	1	6	220
5831060	Crepis foetida rhoeadifolia	Plantae	Magnoliopsida	18	0.8253808241701271	2	1	2	1	3	1	6	220
5298765	Iris foetidissima	Plantae	Liliopsida	18	0.7956668745580748	2	1	2	1	3	1	6	196
2020655	Corythucha ciliata	Animalia	Insecta	18	0.7634429754496066	3	0	3	0	3	0	1	216
2327735	Ficopomatus enigmaticus	Animalia	Polychaeta	18		1	1	2	3	2	2	1	256
2765156	Tradescantia fluminensis	Plantae	Liliopsida	18		1	1	2	2	3	2	6	196
3189828	Aesculus parviflora	Plantae	Magnoliopsida	18		1	1	2	3	2	2	6	220
5229204	Eudocimus ruber	Animalia	Aves	18		1	1	2	2	3	2	1	212
5284950	Picea omorika	Plantae	Pinopsida	18		1	1	2	3	2	2	6	194
5598598	Lonicera acuminata	Plantae	Magnoliopsida	18		1	1	2	2	3	2	6	220
8946295	Pontastacus leptodactylus	Animalia	Malacostraca	18		1	1	2	3	2	2	1	229
3172348	Fraxinus pennsylvanica	Plantae	Magnoliopsida	17.5	1.0007851125487437	1	1	2	3	1	3	6	220
3170823	Paulownia tomentosa	Plantae	Magnoliopsida	17.5	0.9733490614795614	2	0	3	0	3	2	6	220
3003709	Rosa glauca	Plantae	Magnoliopsida	17.5	0.9501212449983928	1	1	3	1	3	1	6	220
3136320	Hieracium amplexicaule	Plantae	Magnoliopsida	17.5	0.9184235366243264	1	1	3	1	3	1	6	220
5538946	Pimpinella peregrina	Plantae	Magnoliopsida	17.5	0.8582994146119842	1	1	3	1	3	1	6	220
2873877	Linum austriacum	Plantae	Magnoliopsida	17.5	0.7648110968999564	1	1	3	1	3	1	6	220
1722299	Gryllodes sigillatus	Animalia	Insecta	17.5		1	1	3	3	1	1	1	216
1749580	Phyllocnistis citrella	Animalia	Insecta	17.5		3	2	1	1	1	1	1	216
1885213	Crocidophora butleri	Animalia	Insecta	17.5		1	1	3	3	1	1	1	216
2008616	Empicoris rubromaculatus	Animalia	Insecta	17.5		1	1	3	3	1	1	1	216
2294275	Eobania vermiculata	Animalia	Gastropoda	17.5		1	1	3	3	1	1	1	225
2440954	Cervus nippon	Animalia	Mammalia	17.5		1	1	2	2	2	3	1	359
2493660	Estrilda astrild	Animalia	Aves	17.5		1	1	3	3	1	1	1	212
2651122	Polystichum munitum	Plantae	Polypodiopsida	17.5		1	1	3	3	1	1	6	7228684
2747718	Crocus speciosus	Plantae	Liliopsida	17.5		1	1	2	2	2	3	6	196
2858501	Narcissus triandrus	Plantae	Liliopsida	17.5		1	1	3	3	1	1	6	196
2874515	Cucurbita maxima	Plantae	Magnoliopsida	17.5		1	1	3	3	1	1	6	220
2888706	Kolkwitzia amabilis	Plantae	Magnoliopsida	17.5		1	1	3	3	1	1	6	220
2889037	Rumex rugosus	Plantae	Magnoliopsida	17.5		1	1	3	3	1	1	6	220
2926042	Nonea lutea	Plantae	Magnoliopsida	17.5		1	1	3	3	1	1	6	220
2943190	Caragana arborescens	Plantae	Magnoliopsida	17.5		1	1	3	3	1	1	6	220
2963569	Styphnolobium japonicum	Plantae	Magnoliopsida	17.5		1	1	3	3	1	1	6	220
3065244	Euphorbia amygdaloides robbiae	Plantae	Magnoliopsida	17.5		3	2	1	1	1	1	6	220
3138195	Eutrochium maculatum	Plantae	Magnoliopsida	17.5		1	1	3	3	1	1	6	220
3169756	Nerium oleander	Plantae	Magnoliopsida	17.5		1	1	3	3	1	1	6	220
3189843	Acer tataricum	Plantae	Magnoliopsida	17.5		3	2	1	1	1	1	6	220
3666059	Oenothera glazioviana rubricalyx	Plantae	Magnoliopsida	17.5		1	1	2	2	2	3	6	220
4484176	Cacopsylla fulguralis	Animalia	Insecta	17.5		1	1	3	3	1	1	1	216
4487799	Tupiocoris rhododendri	Animalia	Insecta	17.5		1	1	3	3	1	1	1	216
4985072	Tricellaria inopinata	Animalia	Gymnolaemata	17.5		1	1	3	3	1	1	1	252
4990175	Rhyzobius lophanthae	Animalia	Insecta	17.5		1	1	3	3	1	1	1	216
5228033	Chrysolophus amherstiae	Animalia	Aves	17.5		2	2	1	1	2	2	1	212
5341548	Gilia capitata	Plantae	Magnoliopsida	17.5		1	1	3	3	1	1	6	220
5387639	Aster ageratoides	Plantae	Magnoliopsida	17.5		1	1	3	3	1	1	6	220
5415455	Acanthus mollis	Plantae	Magnoliopsida	17.5		1	1	3	3	1	1	6	220
5568442	Dysphania anthelmintica	Plantae	Magnoliopsida	17.5		1	2	1	1	3	3	6	220
5584240	Silene schafta	Plantae	Magnoliopsida	17.5		1	1	3	3	1	1	6	220
7158449	Polystichum polyblepharon	Plantae	Polypodiopsida	17.5		1	1	2	2	2	3	6	7228684
7433196	Euonymus latifolius	Plantae	Magnoliopsida	17.5		1	1	3	3	1	1	6	220
7768495	Phedimus stolonifer	Plantae	Magnoliopsida	17.5		1	1	3	3	1	1	6	220
9078997	Saissetia oleae	Animalia	Insecta	17.5		1	1	3	3	1	1	1	216
9254355	Lithotoma axillaris	Plantae	Magnoliopsida	17.5		1	1	3	3	1	1	6	220
7400250	Platanus hispanica	Plantae	Magnoliopsida	17	0.9077130488166806	2	1	3	1	1	1	6	220
2038171	Opsius stactogalus	Animalia	Insecta	17	0.6872131175458637	2	1	3	1	1	1	1	216
5373039	Salix sepulcralis chrysocoma	Plantae	Magnoliopsida	17		2	3	1	1	1	1	6	220
4264680	Myocastor coypus	Animalia	Mammalia	16.5	0.9604114873867998	2	1	2	1	2	1	1	359
2772174	Muscari armeniacum	Plantae	Liliopsida	16.5	0.9540760761596497	2	1	2	1	2	1	6	196
5587240	Silene vulgaris vulgaris	Plantae	Magnoliopsida	16.5	0.9470800494663081	2	1	2	1	2	1	6	220
5284827	Picea sitchensis	Plantae	Pinopsida	16.5	0.9255168796016943	2	1	2	1	2	1	6	194
2988188	Pyracantha coccinea	Plantae	Magnoliopsida	16.5	0.9234904602344605	2	1	2	1	2	1	6	220
3113637	Cirsium rivulare	Plantae	Magnoliopsida	16.5	0.914175433938909	2	1	2	1	2	1	6	220
2888437	Papaver orientale	Plantae	Magnoliopsida	16.5	0.8990053578679877	2	1	2	1	2	1	6	220
7645931	Salix acutifolia	Plantae	Magnoliopsida	16.5	0.887840984150018	2	1	2	1	2	1	6	220
5361785	Myriophyllum aquaticum	Plantae	Magnoliopsida	16.5	0.8518735729124467	3	0	3	0	2	0	6	220
3026334	Cotoneaster divaricatus	Plantae	Magnoliopsida	16.5	0.8303060978510199	2	1	2	1	2	1	6	220
7828157	Petroselinum crispum	Plantae	Magnoliopsida	16.5	0.8257498551833944	2	1	2	1	2	1	6	220
2479798	Melopsittacus undulatus	Animalia	Aves	16.5	0.8041080325028178	2	1	2	1	2	1	1	212
6035638	Chenopodium probstii	Plantae	Magnoliopsida	16.5	0.7864078241902064	2	1	2	1	2	1	6	220
3152824	Liquidambar styraciflua	Plantae	Magnoliopsida	16.5	0.6325522204019299	2	1	2	1	2	1	6	220
3886505	Phlomis russeliana	Plantae	Magnoliopsida	16.5	0.6069650140888088	2	1	2	1	2	1	6	220
2867631	Lemna turionifera	Plantae	Liliopsida	16.5	0.5955981925288663	2	1	2	1	2	1	6	196
2440196	Macropus rufogriseus	Animalia	Mammalia	16.5		1	1	2	2	2	2	1	359
2702058	Juncus anthelatus	Plantae	Liliopsida	16.5		1	1	2	2	2	2	6	196
2704194	Poa infirma	Plantae	Liliopsida	16.5		1	1	2	2	2	2	6	196
2927727	Phlox subulata	Plantae	Magnoliopsida	16.5		1	1	2	2	2	2	6	220
3022609	Prunus serrulata	Plantae	Magnoliopsida	16.5		1	1	2	2	2	2	6	220
3045803	Cardamine graeca	Plantae	Magnoliopsida	16.5		1	1	2	2	2	2	6	220
3064221	Euphorbia serpens	Plantae	Magnoliopsida	16.5		1	1	2	2	2	2	6	220
5189713	Menetus dilatatus	Animalia	Gastropoda	16.5		1	1	2	2	2	2	1	225
5300716	Fritillaria imperialis	Plantae	Liliopsida	16.5		1	1	2	2	2	2	6	196
5330085	Wolffia columbiana	Plantae	Liliopsida	16.5		1	1	2	2	2	2	6	196
5354707	Cytisus striatus	Plantae	Magnoliopsida	16.5		1	1	2	2	2	2	6	220
5545159	Ludwigia peploides montevidensis	Plantae	Magnoliopsida	16.5		1	1	2	2	2	2	6	220
7272185	Rosa carolina carolina	Plantae	Magnoliopsida	16.5		1	1	2	2	2	2	6	220
7127810	Cyclamen hederifolium	Plantae	Magnoliopsida	16	0.9943547716505456	2	0	3	0	2	2	6	220
2876049	Corylus maxima	Plantae	Magnoliopsida	16	0.9824384891584476	1	1	3	1	2	1	6	220
2480786	Theristicus melanopis	Animalia	Aves	16		1	1	3	2	1	1	1	212
3085420	Dianthus caryophyllus	Plantae	Magnoliopsida	16		1	1	3	2	1	1	6	220
3147815	Verbesina alternifolia	Plantae	Magnoliopsida	16		1	1	3	2	1	1	6	220
5189032	Corbicula fluminalis	Animalia	Bivalvia	16		3	3	0	0	1	1	1	137
2436940	Oryctolagus cuniculus	Animalia	Mammalia	15.5	1.0085037085381068	1	1	1	3	1	3	1	359
2705090	Panicum miliaceum	Plantae	Liliopsida	15.5	1.0040891540305743	1	1	1	3	1	3	6	196
8313153	Quercus palustris	Plantae	Magnoliopsida	15.5	1.0019551997865623	1	1	1	3	1	3	6	220
2498163	Anser canagicus	Animalia	Aves	15.5	0.9944618774606698	1	1	1	1	3	3	1	212
3036892	Aralia elata	Plantae	Magnoliopsida	15.5	0.9339063012795686	1	1	2	1	3	1	6	220
2869311	Lysichiton americanus	Plantae	Liliopsida	15.5	0.9298990692185185	1	1	2	1	3	1	6	196
2706026	Miscanthus sinensis	Plantae	Liliopsida	15.5	0.8884577661134158	1	1	2	1	3	1	6	196
2474051	Alectoris rufa	Animalia	Aves	15.5	0.8855041271620487	1	1	2	1	3	1	1	212
5334240	Lonicera japonica	Plantae	Magnoliopsida	15.5	0.667168811125445	2	0	3	0	3	0	6	220
2913169	Galium parisiense	Plantae	Magnoliopsida	15.5	0.6030572898341632	1	1	2	1	3	1	6	220
2091932	Pulvinaria hydrangeae	Animalia	Insecta	15.5		1	1	2	3	1	1	1	216
2286388	Mulinia lateralis	Animalia	Bivalvia	15.5		1	1	1	1	3	3	1	137
2441905	Chelydra serpentina	Animalia	Testudines	15.5		1	1	1	1	3	3	1	11418114
2474029	Alectoris chukar	Animalia	Aves	15.5		1	1	1	1	3	3	1	212
2474416	Porphyrio porphyrio	Animalia	Aves	15.5		1	1	1	1	3	3	1	212
2479686	Trichoglossus haematodus	Animalia	Aves	15.5		1	1	1	1	3	3	1	212
2480075	Eclectus roratus	Animalia	Aves	15.5		1	1	1	1	3	3	1	212
2480089	Psephotus haematonotus	Animalia	Aves	15.5		1	1	1	1	3	3	1	212
2495134	Dromaius novaehollandiae	Animalia	Aves	15.5		1	1	1	1	3	3	1	212
2498007	Tadorna tadornoides	Animalia	Aves	15.5		1	1	1	1	3	3	1	212
2498065	Anas flavirostris	Animalia	Aves	15.5		1	1	1	1	3	3	1	212
2701879	Juncus striatus	Plantae	Liliopsida	15.5		1	1	1	1	3	3	6	196
2858909	Narcissus jonquilla	Plantae	Liliopsida	15.5		1	1	1	1	3	3	6	196
2889304	Persicaria capitata	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
2927303	Lavandula stoechas	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
2928034	Nemophila maculata	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
3022668	Prunus virginiana	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
3032653	Heuchera sanguinea	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
3034015	Laurus nobilis	Plantae	Magnoliopsida	15.5		1	1	2	3	1	1	6	220
3039046	Fatsia japonica	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
3064669	Euphorbia myrsinites	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
3096529	Mauranthemum paludosum	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
3169120	Euonymus alatus	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
3646556	Pterostyrax hispidus	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
4046493	Polystichum luctuosum	Plantae	Polypodiopsida	15.5		1	1	1	1	3	3	6	7228684
4121791	Molinia arundinacea	Plantae	Liliopsida	15.5		1	1	1	1	3	3	6	196
5199161	Hypania invalida	Animalia	Polychaeta	15.5		1	1	1	1	3	3	1	256
5329263	Elodea densa	Plantae	Liliopsida	15.5		1	1	1	1	3	3	6	196
5334527	Limnanthes douglasii	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
5363627	Aronia melanocarpa	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
5373160	Malcolmia flexuosa	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
5377378	Matthiola incana (L.) W.T.Aiton	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
5403541	Crepis bursifolia	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
5406741	Sida spinosa	Plantae	Magnoliopsida	15.5		1	1	2	3	1	1	6	220
5415054	Forsythia intermedia	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
6157035	Trachemys scripta troostii	Animalia	Testudines	15.5		1	1	1	1	3	3	1	11418114
7225712	Calystegia silvatica silvatica	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
7227181	Carex muricata muricata	Plantae	Liliopsida	15.5		1	1	1	1	3	3	6	196
7325877	Fraxinus angustifolia	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
7564934	Odontites jaubertianus	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
8133114	Aster amellus	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
8358048	Potentilla recta obscura	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
9228211	Graptemys pseudogeographica	Animalia	Testudines	15.5		1	1	1	1	3	3	1	11418114
9771172	Valerianella locusta locusta	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
10786206	Rhaphiolepis bibas	Plantae	Magnoliopsida	15.5		1	1	1	1	3	3	6	220
2479226	Psittacula krameri	Animalia	Aves	15	1.1034843824418918	1	2	1	2	1	2	1	212
2705286	Avena sterilis	Plantae	Liliopsida	15	0.9973837502863824	1	2	1	2	1	2	6	196
8190077	Populus canadensis	Plantae	Magnoliopsida	15	0.9388366956108808	1	2	1	2	1	2	6	220
5392145	Bidens radiata	Plantae	Magnoliopsida	15	0.9342477385241037	2	1	2	1	1	1	6	220
5232452	Branta hutchinsii	Animalia	Aves	15	0.8667996439163957	1	2	1	2	1	2	1	212
5384932	Saururus cernuus	Plantae	Magnoliopsida	15	0.809348059119238	2	1	2	1	1	1	6	220
7102937	Euonymus japonicus	Plantae	Magnoliopsida	15	0.7921277920879524	2	1	2	1	1	1	6	220
1751299	Bucculatrix ainsliella	Animalia	Insecta	15		2	2	1	1	1	1	1	216
2157245	Steatoda grossa	Animalia	Arachnida	15		2	2	1	1	1	1	1	367
2288926	Potamocorbula amurensis	Animalia	Bivalvia	15		2	1	1	1	1	3	1	137
2437282	Tamiasciurus hudsonicus	Animalia	Mammalia	15		2	2	1	1	1	1	1	359
2480989	Caracara plancus	Animalia	Aves	15		1	1	3	3	0	0	1	212
2481092	Phalcoboenus megalopterus	Animalia	Aves	15		1	1	3	3	0	0	1	212
2492196	Melospiza melodia	Animalia	Aves	15		1	1	3	3	0	0	1	212
2888622	Viburnum plicatum	Plantae	Magnoliopsida	15		1	1	3	3	0	0	6	220
2889010	Rumex cristatus	Plantae	Magnoliopsida	15		1	1	3	3	0	0	6	220
2914404	Galium verum wirtgenii	Plantae	Magnoliopsida	15		2	2	1	1	1	1	6	220
3033535	Clematis tangutica	Plantae	Magnoliopsida	15		1	1	3	3	0	0	6	220
3033965	Akebia quinata	Plantae	Magnoliopsida	15		1	1	3	3	0	0	6	220
3044912	Alyssum montanum	Plantae	Magnoliopsida	15		1	1	3	3	0	0	6	220
3054352	Juglans cinerea	Plantae	Magnoliopsida	15		1	1	3	3	0	0	6	220
5227775	Phasianus versicolor	Animalia	Aves	15		2	2	1	1	1	1	1	212
5359099	Trifolium suffocatum	Plantae	Magnoliopsida	15		2	2	1	1	1	1	6	220
7881150	Polygonatum hybridum	Plantae	Liliopsida	15		1	1	3	3	0	0	6	196
9480191	Mareca falcata	Animalia	Aves	15		1	1	3	3	0	0	1	212
10902460	Salvia rosmarinus	Plantae	Magnoliopsida	15		2	2	1	1	1	1	6	220
3026454	Spiraea salicifolia	Plantae	Magnoliopsida	14.5	0.9695356249534514	2	1	1	1	2	1	6	220
9153437	Salix daphnoides	Plantae	Magnoliopsida	14.5	0.8569641099582865	2	1	1	1	2	1	6	220
7855120	Odontites luteus	Plantae	Magnoliopsida	14.5	0.8389781011897866	2	1	1	1	2	1	6	220
7266343	Salix purpurea purpurea	Plantae	Magnoliopsida	14.5	0.702581900014271	2	1	1	1	2	1	6	220
2362473	Hypophthalmichthys molitrix	Animalia		14.5		1	1	1	1	3	2	1	
3171304	Mazus pumilus	Plantae	Magnoliopsida	14.5		1	3	1	1	1	1	6	220
7190901	Graptemys pseudogeographica pseudogeographica	Animalia	Testudines	14.5		1	1	1	1	3	2	1	11418114
7263145	Acer rufinerve	Plantae	Magnoliopsida	14.5		1	1	1	1	3	2	6	220
5289666	Setaria faberi	Plantae	Liliopsida	14	0.9648386505579076	1	1	2	1	2	1	6	196
4259350	Tilia tomentosa	Plantae	Magnoliopsida	14	0.9634416837582899	1	1	2	1	2	1	6	220
3172059	Veronica spicata	Plantae	Magnoliopsida	14	0.9617291907367767	1	1	2	1	2	1	6	220
2686157	Larix kaempferi	Plantae	Pinopsida	14	0.9215412759787025	1	1	2	1	2	1	6	194
3026107	Cotoneaster simonsii	Plantae	Magnoliopsida	14	0.8929186324353461	1	1	2	1	2	1	6	220
3120790	Artemisia verlotiorum	Plantae	Magnoliopsida	14	0.8642338936884955	2	0	3	0	2	0	6	220
2880580	Quercus cerris	Plantae	Magnoliopsida	14	0.8533298838982948	1	1	2	1	2	1	6	220
4038485	Reynoutria bohemica	Plantae	Magnoliopsida	14	0.79168234967555	1	1	2	1	2	1	6	220
3666776	Oenothera ersteinensis	Plantae	Magnoliopsida	14	0.7650989500033842	1	1	2	1	2	1	6	220
5361762	Myriophyllum heterophyllum	Plantae	Magnoliopsida	14	0.7178239370466254	1	1	2	1	2	1	6	220
4382841	Hemigrapsus takanoi	Animalia	Malacostraca	14	0.671683272892505	1	1	2	1	2	1	1	229
2220347	Limnomysis benedeni	Animalia	Malacostraca	14		1	1	2	2	1	1	1	229
2474936	Anthropoides virgo	Animalia	Aves	14		1	1	2	2	1	1	1	212
2495494	Geopelia cuneata	Animalia	Aves	14		3	2	0	0	1	1	1	212
2498393	Dendrocygna autumnalis	Animalia	Aves	14		1	1	2	2	1	1	1	212
2772082	Muscari latifolium	Plantae	Liliopsida	14		1	1	2	2	1	1	6	196
2984306	Gunnera tinctoria	Plantae	Magnoliopsida	14		1	1	2	2	1	1	6	220
3112361	Cynara scolymus	Plantae	Magnoliopsida	14		1	1	2	2	1	1	6	220
3170247	Asclepias syriaca	Plantae	Magnoliopsida	14		1	1	1	1	2	3	6	220
3814157	Eudianthe coeli-rosa	Plantae	Magnoliopsida	14		1	1	1	1	2	3	6	220
5303040	Thalia dealbata	Plantae	Liliopsida	14		1	1	2	2	1	1	6	196
5671747	Cenchrus alopecuroides	Plantae	Liliopsida	14		1	1	2	2	1	1	6	196
5712981	Coccus hesperidum	Animalia	Insecta	14		1	1	2	2	1	1	1	216
5369784	Geum macrophyllum	Plantae	Magnoliopsida	13.5	1.4253996715010977	0	3	0	3	0	3	6	220
3084022	Phytolacca acinosa	Plantae	Magnoliopsida	13.5	1.3548654444315624	0	3	0	3	0	3	6	220
1047536	Leptinotarsa decemlineata	Animalia	Insecta	13.5	1.2587381695731568	0	3	0	3	0	3	1	216
7802465	Nymphaea marliacea	Plantae	Magnoliopsida	13.5	1.2512686288019328	0	3	0	3	0	3	6	220
3067119	Euphorbia maculata	Plantae	Magnoliopsida	13.5	1.2485071509207475	0	3	0	3	0	3	6	220
1718308	Acheta domesticus	Animalia	Insecta	13.5	1.223165562209464	0	3	0	3	0	3	1	216
3098912	Cosmos bipinnatus	Plantae	Magnoliopsida	13.5	1.217445747693256	0	3	0	3	0	3	6	220
9326020	Gallus gallus	Animalia	Aves	13.5	1.2160079926997187	0	3	0	3	0	3	1	212
2888439	Papaver somniferum	Plantae	Magnoliopsida	13.5	1.2031875868223	0	3	0	3	0	3	6	220
3033865	Mahonia aquifolium	Plantae	Magnoliopsida	13.5	1.1737084263073037	0	3	0	3	0	3	6	220
9398259	Sporobolus anglicus	Plantae	Liliopsida	13.5	1.1697485277297985	0	3	0	3	0	3	6	196
4532122	Cydalima perspectalis	Animalia	Insecta	13.5	1.154690036932354	0	3	0	3	0	3	1	216
8485639	Ensis leei	Animalia	Bivalvia	13.5	1.1494680125036254	0	3	0	3	0	3	1	137
8200663	Cymbalaria muralis	Plantae	Magnoliopsida	13.5	1.126120662756361	0	3	0	3	0	3	6	220
3054368	Juglans regia	Plantae	Magnoliopsida	13.5	1.0971213218515856	0	3	0	3	0	3	6	220
4201607	Phedimus spurius	Plantae	Magnoliopsida	13.5	1.0935971439509804	0	3	0	3	0	3	6	220
3147168	Erigeron karvinskianus	Plantae	Magnoliopsida	13.5	1.08585437222926	0	3	0	3	0	3	6	220
2876607	Alnus cordata	Plantae	Magnoliopsida	13.5	1.069072401172215	0	3	0	3	0	3	6	220
5365705	Potentilla intermedia	Plantae	Magnoliopsida	13.5	1.0490944977852954	0	3	0	3	0	3	6	220
3039194	Parthenocissus quinquefolia	Plantae	Magnoliopsida	13.5	1.0433822913073898	0	3	0	3	0	3	6	220
7820753	Magallana gigas	Animalia	Bivalvia	13.5	1.0348738191199003	0	3	0	3	0	3	1	137
5285565	Pinus pinaster	Plantae	Pinopsida	13.5	1.0085050451815172	0	3	0	3	0	3	6	194
9345027	Spatula cyanoptera	Animalia	Aves	13.5	0.8247707123520066	1	1	1	1	3	1	1	212
8342911	Papaver setiferum	Plantae	Magnoliopsida	13.5	0.68718723008042	1	1	1	1	3	1	6	220
6387003	Equisetum praealtum	Plantae	Polypodiopsida	13.5	0.6542183855974766	2	0	2	0	3	0	6	7228684
4565039	Hygromia cinctella	Animalia	Gastropoda	13.5	0.5919547532457078	2	0	2	0	3	0	1	225
1309606	Andricus grossulariae	Animalia	Insecta	13.5		3	3	0	0	0	0	1	216
2188249	Varroa destructor	Animalia	Arachnida	13.5		3	3	0	0	0	0	1	367
2479964	Poicephalus senegalus	Animalia	Aves	13.5		1	1	3	2	0	0	1	212
2489080	Lamprotornis purpureus	Animalia	Aves	13.5		3	3	0	0	0	0	1	212
2726360	Carex grayi	Plantae	Liliopsida	13.5		3	3	0	0	0	0	6	196
2762737	Musa basjoo	Plantae	Liliopsida	13.5		3	3	0	0	0	0	6	196
2874199	Passiflora caerulea	Plantae	Magnoliopsida	13.5		3	3	0	0	0	0	6	220
2928538	Ipomoea hederacea	Plantae	Magnoliopsida	13.5		3	3	0	0	0	0	6	220
3034046	Persea americana	Plantae	Magnoliopsida	13.5		3	3	0	0	0	0	6	220
3152816	Platanus orientalis	Plantae	Magnoliopsida	13.5		3	3	0	0	0	0	6	220
5420957	Clarkia unguiculata	Plantae	Magnoliopsida	13.5		3	3	0	0	0	0	6	220
2701578	Juncus foliosus	Plantae	Liliopsida	13	0.9896318116726205	2	1	1	1	1	1	6	196
2498329	Bucephala albeola	Animalia	Aves	13	0.7705724203582435	2	1	1	1	1	1	1	212
2037991	Liguropia juniperi	Animalia	Insecta	13		1	1	1	1	2	2	1	216
2437619	Dolichotis patagonum	Animalia	Mammalia	13		1	1	1	1	2	2	1	359
2480766	Threskiornis spinicollis	Animalia	Aves	13		1	1	1	1	2	2	1	212
2493698	Amandava amandava	Animalia	Aves	13		1	1	1	1	2	2	1	212
2684178	Thuja occidentalis	Plantae	Pinopsida	13		1	1	1	1	2	2	6	194
2685484	Abies alba	Plantae	Pinopsida	13		1	1	1	1	2	2	6	194
2687182	Tsuga canadensis	Plantae	Pinopsida	13		1	1	1	1	2	2	6	194
2717467	Eleocharis obtusa	Plantae	Liliopsida	13		1	1	1	1	2	2	6	196
2722515	Carex morrowii	Plantae	Liliopsida	13		1	1	1	1	2	2	6	196
2726538	Carex muskingumensis	Plantae	Liliopsida	13		1	1	1	1	2	2	6	196
2868827	Zantedeschia aethiopica	Plantae	Liliopsida	13		1	1	1	1	2	2	6	196
2888867	Rheum rhabarbarum	Plantae	Magnoliopsida	13		1	1	1	1	2	2	6	220
3015457	Crataegus persimilis	Plantae	Magnoliopsida	13		1	1	1	1	2	2	6	220
3082279	Ceratostigma plumbaginoides	Plantae	Magnoliopsida	13		1	1	1	1	2	2	6	220
3197314	Sargassum muticum	Chromista	Phaeophyceae	13		1	1	1	1	2	2	4	7073593
3933415	Malva multiflora	Plantae	Magnoliopsida	13		1	1	1	1	2	2	6	220
4201695	Phedimus hybridus	Plantae	Magnoliopsida	13		1	1	1	1	2	2	6	220
5229128	Himantopus mexicanus	Animalia	Aves	13		1	1	1	1	2	2	1	212
5229203	Bostrychia hagedash	Animalia	Aves	13		1	1	1	1	2	2	1	212
5304187	Triteleia laxa	Plantae	Liliopsida	13		1	1	1	1	2	2	6	196
5356541	Lathyrus heterophyllus	Plantae	Magnoliopsida	13		1	1	1	1	2	2	6	220
5701337	Dahlia cultorum	Plantae	Magnoliopsida	13		1	1	1	1	2	2	6	220
