taxonKey,speciesKey,scientificName,kingdom,phylum,order,class,genus,family,species,rank,includes
4299535,4299535,"Boloria eunomia (Esper, 1799)",Animalia,Arthropoda,Lepidoptera,Insecta,Boloria,Nymphalidae,Boloria eunomia,SPECIES,"4299535: Boloria eunomia (Esper, 1799) | 7205936: Proclossiana eunomia eunomia"
4302252,4302252,"Orthonama obstipata (Fabricius, 1794)",Animalia,Arthropoda,Lepidoptera,Insecta,Orthonama,Geometridae,Orthonama obstipata,SPECIES,"4302252: Orthonama obstipata (Fabricius, 1794)"
4306872,4306872,"Zonocyba bifasciata (Boheman, 1851)",Animalia,Arthropoda,Hemiptera,Insecta,Zonocyba,Cicadellidae,Zonocyba bifasciata,SPECIES,"4306872: Zonocyba bifasciata (Boheman, 1851)"
4306938,4306938,"Eupterycyba jucunda (Herrich-Schäffer, 1837)",Animalia,Arthropoda,Hemiptera,Insecta,Eupterycyba,Cicadellidae,Eupterycyba jucunda,SPECIES,"4306938: Eupterycyba jucunda (Herrich-Schäffer, 1837)"
4307257,4307257,"Liocarcinus navigator (Herbst, 1794)",Animalia,Arthropoda,Decapoda,Malacostraca,Liocarcinus,Polybiidae,Liocarcinus navigator,SPECIES,"4307257: Liocarcinus navigator (Herbst, 1794) | 4307259: Liocarcinus arcuatus (Leach, 1814) | 7956203: Portunus arcuatus Leach, 1814"
4307266,4307266,"Liocarcinus vernalis (Risso, 1827)",Animalia,Arthropoda,Decapoda,Malacostraca,Liocarcinus,Polybiidae,Liocarcinus vernalis,SPECIES,"4307266: Liocarcinus vernalis (Risso, 1827)"
4307437,4307437,"Portumnus latipes (Pennant, 1777)",Animalia,Arthropoda,Decapoda,Malacostraca,Portumnus,Carcinidae,Portumnus latipes,SPECIES,"4307437: Portumnus latipes (Pennant, 1777) | 7183264: Platyonichus latipes (Pennant, 1777) | 7964488: Platyonychus latipes"
4307474,4307474,"Atelecyclus undecimdentatus (Herbst, 1783)",Animalia,Arthropoda,Decapoda,Malacostraca,Atelecyclus,Atelecyclidae,Atelecyclus undecimdentatus,SPECIES,"4307474: Atelecyclus undecimdentatus (Herbst, 1783)"
4307914,4307914,"Trocheta bykowskii Gedroyc, 1913",Animalia,Annelida,Arhynchobdellida,Clitellata,Trocheta,Erpobdellidae,Trocheta bykowskii,SPECIES,"4307914: Trocheta bykowskii Gedroyc, 1913"
4308093,4308093,"Hemiclepsis marginata (O.F.Müller, 1773)",Animalia,Annelida,Rhynchobdellida,Clitellata,Hemiclepsis,Glossiphoniidae,Hemiclepsis marginata,SPECIES,"4308093: Hemiclepsis marginata (O.F.Müller, 1773)"
4308806,4308806,"Bembidion minimum (Fabricius, 1792)",Animalia,Arthropoda,Coleoptera,Insecta,Bembidion,Carabidae,Bembidion minimum,SPECIES,"4308806: Bembidion minimum (Fabricius, 1792)"
4308815,4308815,"Broscus cephalotes (Linnaeus, 1758)",Animalia,Arthropoda,Coleoptera,Insecta,Broscus,Carabidae,Broscus cephalotes,SPECIES,"4308815: Broscus cephalotes (Linnaeus, 1758)"
4308830,4308830,"Enochrus bicolor (Fabricius, 1792)",Animalia,Arthropoda,Coleoptera,Insecta,Enochrus,Hydrophilidae,Enochrus bicolor,SPECIES,"4308830: Enochrus bicolor (Fabricius, 1792)"
4308838,4308838,Chrysolina haemoptera (Stephens),Animalia,Arthropoda,Coleoptera,Insecta,Chrysolina,Chrysomelidae,Chrysolina haemoptera,SPECIES,4308838: Chrysolina haemoptera (Stephens)
4308848,4308848,"Phaleria cadaverina (Fabricius, 1792)",Animalia,Arthropoda,Coleoptera,Insecta,Phaleria,Tenebrionidae,Phaleria cadaverina,SPECIES,"8975911: Phaleria cadaverina maroccana Pic, 1923"
4308849,4308849,"Phylan gibbus (Fabricius, 1775)",Animalia,Arthropoda,Coleoptera,Insecta,Phylan,Tenebrionidae,Phylan gibbus,SPECIES,"4308849: Phylan gibbus (Fabricius, 1775)"
4308853,4308853,"Saprinus maritimus (Stephens, 1830)",Animalia,Arthropoda,Coleoptera,Insecta,Saprinus,Histeridae,Saprinus maritimus,SPECIES,"4308853: Saprinus maritimus (Stephens, 1830)"
4308856,4308856,Cantharis rufa (Linnaeus),Animalia,Arthropoda,Coleoptera,Insecta,Cantharis,Cantharidae,Cantharis rufa,SPECIES,4308856: Cantharis rufa (Linnaeus)
4308858,4308858,"Agabus conspersus (Marsham, 1802)",Animalia,Arthropoda,Coleoptera,Insecta,Agabus,Dytiscidae,Agabus conspersus,SPECIES,"4308858: Agabus conspersus (Marsham, 1802)"
4308862,4308862,"Cafius xantholoma (Gravenhorst, 1806)",Animalia,Arthropoda,Coleoptera,Insecta,Cafius,Staphylinidae,Cafius xantholoma,SPECIES,"4308862: Cafius xantholoma (Gravenhorst, 1806)"
4308903,4308903,"Haliplus confinis Stephens, 1828",Animalia,Arthropoda,Coleoptera,Insecta,Haliplus,Haliplidae,Haliplus confinis,SPECIES,"4308903: Haliplus confinis Stephens, 1828"
4308904,4308904,Haliplus apicalis (Thomson),Animalia,Arthropoda,Coleoptera,Insecta,Haliplus,Haliplidae,Haliplus apicalis,SPECIES,4308904: Haliplus apicalis (Thomson)
4309227,4309227,"Daphnia cristata Sars, 1862",Animalia,Arthropoda,Diplostraca,Branchiopoda,Daphnia,Daphniidae,Daphnia cristata,SPECIES,"4309227: Daphnia cristata Sars, 1862"
4309705,4309705,"Atyaephyra desmarestii (Millet, 1831)",Animalia,Arthropoda,Decapoda,Malacostraca,Atyaephyra,Atyidae,Atyaephyra desmarestii,SPECIES,"4309705: Atyaephyra desmarestii (Millet, 1831)"
4309827,4309827,"Eualus cranchii (Leach, 1817)",Animalia,Arthropoda,Decapoda,Malacostraca,Eualus,Thoridae,Eualus cranchii,SPECIES,"2226318: Spirontocaris cranchi (Leach, 1817) | 2226522: Thoralus cranchii (Leach, 1817)"
4310278,4310278,"Processa nouveli Al-Adhub & Williamson, 1975",Animalia,Arthropoda,Decapoda,Malacostraca,Processa,Processidae,Processa nouveli,SPECIES,"4310278: Processa nouveli Al-Adhub & Williamson, 1975"
4312123,4312123,"Pagurus prideaux Leach, 1815",Animalia,Arthropoda,Decapoda,Malacostraca,Pagurus,Paguridae,Pagurus prideaux,SPECIES,"4312123: Pagurus prideaux Leach, 1815"
4314679,4314679,"Crassicorophium bonellii (H.Milne Edwards, 1830)",Animalia,Arthropoda,Amphipoda,Malacostraca,Crassicorophium,Corophiidae,Crassicorophium bonellii,SPECIES,"2217329: Corophium bonelli H.Milne Edwards, 1830"
4314683,4314683,"Chelicorophium curvispinum (G.O.Sars, 1895)",Animalia,Arthropoda,Amphipoda,Malacostraca,Chelicorophium,Corophiidae,Chelicorophium curvispinum,SPECIES,"4314683: Chelicorophium curvispinum (G.O.Sars, 1895)"
4314702,4314702,"Monocorophium sextonae (Crawford, 1937)",Animalia,Arthropoda,Amphipoda,Malacostraca,Monocorophium,Corophiidae,Monocorophium sextonae,SPECIES,"4314702: Monocorophium sextonae (Crawford, 1937) | 7621724: Corophium sextonae Crawford, 1937"
4314720,4314720,"Orchestia gammarellus (Pallas, 1766)",Animalia,Arthropoda,Amphipoda,Malacostraca,Orchestia,Talitridae,Orchestia gammarellus,SPECIES,"4314720: Orchestia gammarellus (Pallas, 1766)"
4315703,4315703,"Dikerogammarus haemobaphes (Eichwald, 1841)",Animalia,Arthropoda,Amphipoda,Malacostraca,Dikerogammarus,Gammaridae,Dikerogammarus haemobaphes,SPECIES,"4315703: Dikerogammarus haemobaphes (Eichwald, 1841)"
4315705,4315705,"Dikerogammarus villosus (Sowinsky, 1894)",Animalia,Arthropoda,Amphipoda,Malacostraca,Dikerogammarus,Gammaridae,Dikerogammarus villosus,SPECIES,"4315705: Dikerogammarus villosus (Sowinsky, 1894)"
4315720,4315720,"Marinogammarus marinus (Leach, 1816)",Animalia,Arthropoda,Amphipoda,Malacostraca,Marinogammarus,Gammaridae,Marinogammarus marinus,SPECIES,"4315719: Gammarus marinus Leach, 1816"
4315760,4315760,"Echinogammarus berilloni (Catta, 1878)",Animalia,Arthropoda,Amphipoda,Malacostraca,Echinogammarus,Gammaridae,Echinogammarus berilloni,SPECIES,"4315760: Echinogammarus berilloni (Catta, 1878)"
4316091,4316091,"Tryphosa nana (Krøyer, 1846)",Animalia,Arthropoda,Amphipoda,Malacostraca,Tryphosa,Tryphosidae,Tryphosa nana,SPECIES,"2218408: Orchomene nana (Krøyer, 1846)"
4316776,4316776,"Argulus foliaceus (Linnaeus, 1758)",Animalia,Arthropoda,Arguloida,Maxillopoda,Argulus,Argulidae,Argulus foliaceus,SPECIES,"4316776: Argulus foliaceus (Linnaeus, 1758)"
4317177,4317177,"Leptomesochra eulitoralis Noodt, 1952",Animalia,Arthropoda,Harpacticoida,Copepoda,Leptomesochra,Ameiridae,Leptomesochra eulitoralis,SPECIES,"4317011: Interleptomesochra eulitoralis (Noodt, 1952)"
4317518,4317518,"Vermicaris minuta (Nicholls, 1935)",Animalia,Arthropoda,Harpacticoida,Copepoda,Vermicaris,Cylindropsyllidae,Vermicaris minuta,SPECIES,"2112586: Stenocaris minuta Nicholls, 1935"
4317531,4317531,"Boreopontia heipi Willems, 1981",Animalia,Arthropoda,Harpacticoida,Copepoda,Boreopontia,Cylindropsyllidae,Boreopontia heipi,SPECIES,"4317531: Boreopontia heipi Willems, 1981"
4319148,4319148,"Paraleptastacus spinicaudus (Scott T. & Scott A., 1895)",Animalia,Arthropoda,Harpacticoida,Copepoda,Paraleptastacus,Leptastacidae,Paraleptastacus spinicaudus,SPECIES,"4319148: Paraleptastacus spinicaudus (Scott T. & Scott A., 1895)"
4321280,4321280,"Emertonia coelebs (Monard, 1935)",Animalia,Arthropoda,Harpacticoida,Copepoda,Emertonia,Paramesochridae,Emertonia coelebs,SPECIES,"2113214: Kliopsyllus coelebs (Monard, 1935)"
4321796,4321796,"Pteropsyllus consimilis (Scott T., 1894)",Animalia,Arthropoda,Harpacticoida,Copepoda,Pteropsyllus,Tetragonicipitidae,Pteropsyllus consimilis,SPECIES,"4321796: Pteropsyllus consimilis (Scott T., 1894)"
4325901,4325901,"Thermocyclops dybowskii (Landé, 1890)",Animalia,Arthropoda,Cyclopoida,Copepoda,Thermocyclops,Cyclopidae,Thermocyclops dybowskii,SPECIES,"4325901: Thermocyclops dybowskii (Landé, 1890)"
4327154,4327154,"Acanthocyclops einslei Mirabdullayev & Defaye, 2004",Animalia,Arthropoda,Cyclopoida,Copepoda,Acanthocyclops,Cyclopidae,Acanthocyclops einslei,SPECIES,"4327154: Acanthocyclops einslei Mirabdullayev & Defaye, 2004"
4327170,4327170,"Acanthocyclops sensitivus (Graeter & Chappuis, 1914)",Animalia,Arthropoda,Cyclopoida,Copepoda,Acanthocyclops,Cyclopidae,Acanthocyclops sensitivus,SPECIES,"4327170: Acanthocyclops sensitivus (Graeter & Chappuis, 1914)"
4336118,4336118,"Cypricercus fuscatus (Jurine, 1820)",Animalia,Arthropoda,Podocopida,Ostracoda,Cypricercus,Cyprididae,Cypricercus fuscatus,SPECIES,"1028991: Bradleystrandesia fuscata (Jurine, 1820) | 8180640: Cypris fuscata Jurine"
4336268,4336268,"Cytherois fischeri (Sars, 1866)",Animalia,Arthropoda,Podocopida,Ostracoda,Cytherois,Paradoxostomatidae,Cytherois fischeri,SPECIES,"4336268: Cytherois fischeri (Sars, 1866)"
4338242,4338242,"Praestigia duffeyi Millidge, 1954",Animalia,Arthropoda,Araneae,Arachnida,Praestigia,Linyphiidae,Praestigia duffeyi,SPECIES,"2134202: Baryphyma duffeyi (Millidge, 1954)"
4338597,4338597,"Pycnogonum litorale (Strøm, 1762)",Animalia,Arthropoda,Pantopoda,Pycnogonida,Pycnogonum,Pycnogonidae,Pycnogonum litorale,SPECIES,"4338597: Pycnogonum litorale (Strøm, 1762)"
4339882,4339882,Stauridium tetras (Ehrenb.) E.Hegewald,Plantae,Chlorophyta,Sphaeropleales,Chlorophyceae,Stauridium,Hydrodictyaceae,Stauridium tetras,SPECIES,2641911: Pediastrum tetras (Ehrenb.) Ralfs | 4339882: Stauridium tetras (Ehrenb.) E.Hegewald
4344674,4344674,"Dendrocoelum romanodanubiale (Codreanu, 1949)",Animalia,Platyhelminthes,Tricladida,,Dendrocoelum,Dendrocoelidae,Dendrocoelum romanodanubiale,SPECIES,"4344674: Dendrocoelum romanodanubiale (Codreanu, 1949)"
4349042,4349042,"Diplopeltula striolata Vincx & Gourbault, 1992",Animalia,Nematoda,Araeolaimida,Chromadorea,Diplopeltula,Diplopeltidae,Diplopeltula striolata,SPECIES,"4349042: Diplopeltula striolata Vincx & Gourbault, 1992"
4352332,4352332,"Phoenicopterus roseus Pallas, 1811",Animalia,Chordata,Phoenicopteriformes,Aves,Phoenicopterus,Phoenicopteridae,Phoenicopterus roseus,SPECIES,"4352332: Phoenicopterus roseus Pallas, 1811"
4358714,4358714,"Valvata cristata O.F.Müller, 1774",Animalia,Mollusca,,Gastropoda,Valvata,Valvatidae,Valvata cristata,SPECIES,"4358714: Valvata cristata O.F.Müller, 1774"
4359157,4359157,"Acroloxus lacustris (Linnaeus, 1758)",Animalia,Mollusca,,Gastropoda,Acroloxus,Acroloxidae,Acroloxus lacustris,SPECIES,"4359157: Acroloxus lacustris (Linnaeus, 1758)"
4361146,4361146,"Aporrhais pespelecani (Linnaeus, 1758)",Animalia,Mollusca,Littorinimorpha,Gastropoda,Aporrhais,Aporrhaidae,Aporrhais pespelecani,SPECIES,"4361146: Aporrhais pespelecani (Linnaeus, 1758)"
4361879,4361879,"Peringia ulvae (Pennant, 1777)",Animalia,Mollusca,Littorinimorpha,Gastropoda,Peringia,Hydrobiidae,Peringia ulvae,SPECIES,"4361879: Peringia ulvae (Pennant, 1777)"
4362739,4362739,"Epitonium clathrus (Linnaeus, 1758)",Animalia,Mollusca,,Gastropoda,Epitonium,Epitoniidae,Epitonium clathrus,SPECIES,"4362739: Epitonium clathrus (Linnaeus, 1758) | 4362740: Scala clathrus (Linnaeus, 1758)"
4362883,4362883,"Cerithium vulgatum Bruguière, 1792",Animalia,Mollusca,,Gastropoda,Cerithium,Cerithiidae,Cerithium vulgatum,SPECIES,"4362883: Cerithium vulgatum Bruguière, 1792"
4363583,4363583,"Rapana venosa (Valenciennes, 1846)",Animalia,Mollusca,Neogastropoda,Gastropoda,Rapana,Muricidae,Rapana venosa,SPECIES,"4363583: Rapana venosa (Valenciennes, 1846)"
4364689,4364689,"Ocenebra erinaceus (Linnaeus, 1758)",Animalia,Mollusca,Neogastropoda,Gastropoda,Ocenebra,Muricidae,Ocenebra erinaceus,SPECIES,"4364689: Ocenebra erinaceus (Linnaeus, 1758)"
4366527,4366527,"Hexaplex cichoreum (Gmelin, 1791)",Animalia,Mollusca,Neogastropoda,Gastropoda,Hexaplex,Muricidae,Hexaplex cichoreum,SPECIES,"4366527: Hexaplex cichoreum (Gmelin, 1791)"
4368599,4368599,"Neptunea contraria (Linnaeus, 1771)",Animalia,Mollusca,Neogastropoda,Gastropoda,Neptunea,Buccinidae,Neptunea contraria,SPECIES,"4368599: Neptunea contraria (Linnaeus, 1771)"
4368880,4368880,"Columbella rustica (Linnaeus, 1758)",Animalia,Mollusca,Neogastropoda,Gastropoda,Columbella,Columbellidae,Columbella rustica,SPECIES,"4368880: Columbella rustica (Linnaeus, 1758)"
4371646,4371646,"Kurtiella bidentata (Montagu, 1803)",Animalia,Mollusca,Galeommatida,Bivalvia,Kurtiella,Lasaeidae,Kurtiella bidentata,SPECIES,"2287150: Mysella bidentata (Montagu, 1803) | 4371646: Kurtiella bidentata (Montagu, 1803) | 5728963: Montacuta bidentata (Montagu, 1803)"
4372686,4372686,"Ruditapes philippinarum (A.Adams & Reeve, 1850)",Animalia,Mollusca,Venerida,Bivalvia,Ruditapes,Veneridae,Ruditapes philippinarum,SPECIES,"4372686: Ruditapes philippinarum (A.Adams & Reeve, 1850)"
4372735,4372735,"Venerupis corrugata (Gmelin, 1791)",Animalia,Mollusca,Venerida,Bivalvia,Venerupis,Veneridae,Venerupis corrugata,SPECIES,"2287761: Venerupis senegalensis (Gmelin, 1791) | 2287812: Tapes pullastra (Montagu, 1803) | 2287813: Venerupis pullastra (Montagu, 1803) | 4372735: Venerupis corrugata (Gmelin, 1791)"
4372803,4372803,"Gafrarium pectinatum (Linnaeus, 1758)",Animalia,Mollusca,Venerida,Bivalvia,Gafrarium,Veneridae,Gafrarium pectinatum,SPECIES,"4372803: Gafrarium pectinatum (Linnaeus, 1758)"
4373124,4373124,"Striarca lactea (Linnaeus, 1758)",Animalia,Mollusca,Arcida,Bivalvia,Striarca,Noetiidae,Striarca lactea,SPECIES,"2286210: Arca lactea Linnaeus, 1758 | 4373124: Striarca lactea (Linnaeus, 1758)"
4373480,4373480,"Mimachlamys varia (Linnaeus, 1758)",Animalia,Mollusca,Pectinida,Bivalvia,Mimachlamys,Pectinidae,Mimachlamys varia,SPECIES,"4373480: Mimachlamys varia (Linnaeus, 1758) | 5188879: Chlamys varia (Linnaeus, 1758)"
4374105,4374105,"Flexopecten glaber (Linnaeus, 1758)",Animalia,Mollusca,Pectinida,Bivalvia,Flexopecten,Pectinidae,Flexopecten glaber,SPECIES,"4374105: Flexopecten glaber (Linnaeus, 1758)"
4374181,4374181,"Pecten jacobaeus (Linnaeus, 1758)",Animalia,Mollusca,Pectinida,Bivalvia,Pecten,Pectinidae,Pecten jacobaeus,SPECIES,"4374181: Pecten jacobaeus (Linnaeus, 1758)"
4374772,4374772,"Unio pictorum (Linnaeus, 1758)",Animalia,Mollusca,Unionida,Bivalvia,Unio,Unionidae,Unio pictorum,SPECIES,"4374772: Unio pictorum (Linnaeus, 1758)"
4374774,4374774,"Anodonta cygnea (Linnaeus, 1758)",Animalia,Mollusca,Unionida,Bivalvia,Anodonta,Unionidae,Anodonta cygnea,SPECIES,"4374774: Anodonta cygnea (Linnaeus, 1758) | 10027327: Anodonta cygnaea (L.)"
4376590,4376590,Chaetoceros tenuissimus Meunier,Chromista,Ochrophyta,Chaetocerotales,Bacillariophyceae,Chaetoceros,Chaetocerotaceae,Chaetoceros tenuissimus,SPECIES,4376590: Chaetoceros tenuissimus Meunier
4377353,4377353,Bicosoeca ainikkiae Järnefelt,Chromista,Bigyra,,,Bicosoeca,Bicosoecaceae,Bicosoeca ainikkiae,SPECIES,4377353: Bicosoeca ainikkiae Järnefelt
4378168,4378168,"Thaumatomastix salina (Birch-Andersen) Beech & Moestrup, 1986",Chromista,Ochrophyta,Chattonellales,Raphidophyceae,Thaumatomastix,Thaumatomastigaceae,Thaumatomastix salina,SPECIES,"4378168: Thaumatomastix salina (Birch-Andersen) Beech & Moestrup, 1986"
4378247,4378247,"Savillea micropora (Norris) Leadbeater, 1975",Protozoa,Choanozoa,Choanoflagellida,Choanoflagellatea,Savillea,Acanthoecidae,Savillea micropora,SPECIES,"4378247: Savillea micropora (Norris) Leadbeater, 1975"
4378441,4378441,"Pseudoparamoeba pagei (Sawer, 1975) Page, 1979",Protozoa,Amoebozoa,Dactylopodida,Discosea,Pseudoparamoeba,Vexilliferidae,Pseudoparamoeba pagei,SPECIES,"4378441: Pseudoparamoeba pagei (Sawer, 1975) Page, 1979"
4380254,4380254,"Rimostrombidium veniliae Montages & Taylor, 1994",Chromista,Ciliophora,Choreotrichida,Oligotrichea,Rimostrombidium,Strobilidiidae,Rimostrombidium veniliae,SPECIES,"4380254: Rimostrombidium veniliae Montages & Taylor, 1994"
4382309,4382309,Limnothrix planctonica (Wolłosz.) M.-E.Meffert,Bacteria,Cyanobacteria,Pseudanabaenales,Cyanobacteriia,Limnothrix,Pseudanabaenaceae,Limnothrix planctonica,SPECIES,4382309: Limnothrix planctonica (Wolłosz.) M.-E.Meffert
4382311,4382311,Pseudanabaena limnetica (Lemmerm.) Komárek,Bacteria,Cyanobacteria,Pseudanabaenales,Cyanobacteriia,Pseudanabaena,Pseudanabaenaceae,Pseudanabaena limnetica,SPECIES,4382311: Pseudanabaena limnetica (Lemmerm.) Komárek
4382841,4382841,"Hemigrapsus takanoi Asakura & Watanabe, 2005",Animalia,Arthropoda,Decapoda,Malacostraca,Hemigrapsus,Varunidae,Hemigrapsus takanoi,SPECIES,"4382841: Hemigrapsus takanoi Asakura & Watanabe, 2005"
4386126,4386126,"Aphis achilleae Fabricius, 1777",Animalia,Arthropoda,Hemiptera,Insecta,Aphis,Aphididae,Aphis achilleae,SPECIES,"4386126: Aphis achilleae Fabricius, 1777"
4388497,4388497,"Enoplops scapha (Fabricius, 1794)",Animalia,Arthropoda,Hemiptera,Insecta,Enoplops,Coreidae,Enoplops scapha,SPECIES,"4388497: Enoplops scapha (Fabricius, 1794)"
4388623,4388623,"Spathocera dalmanii (Schilling, 1829)",Animalia,Arthropoda,Hemiptera,Insecta,Spathocera,Coreidae,Spathocera dalmanii,SPECIES,"4388623: Spathocera dalmanii (Schilling, 1829)"
4388646,4388646,"Coreus marginatus (Linnaeus, 1758)",Animalia,Arthropoda,Hemiptera,Insecta,Coreus,Coreidae,Coreus marginatus,SPECIES,"4388646: Coreus marginatus (Linnaeus, 1758) | 4388647: Coreus marginatus marginatus | 10920324: Syromastes marginatus (Linnaeus, 1758)"
4388663,4388663,"Syromastus rhombeus (Linnaeus, 1767)",Animalia,Arthropoda,Hemiptera,Insecta,Syromastus,Coreidae,Syromastus rhombeus,SPECIES,"4388663: Syromastus rhombeus (Linnaeus, 1767)"
4390078,4390078,"Gonocerus juniperi Herrich-Schäffer, 1839",Animalia,Arthropoda,Hemiptera,Insecta,Gonocerus,Coreidae,Gonocerus juniperi,SPECIES,"4390078: Gonocerus juniperi Herrich-Schäffer, 1839"
4390084,4390084,"Gonocerus acuteangulatus (Goeze, 1778)",Animalia,Arthropoda,Hemiptera,Insecta,Gonocerus,Coreidae,Gonocerus acuteangulatus,SPECIES,"4390084: Gonocerus acuteangulatus (Goeze, 1778)"
4391506,4391506,"Ceraleptus lividus Stein, 1858",Animalia,Arthropoda,Hemiptera,Insecta,Ceraleptus,Coreidae,Ceraleptus lividus,SPECIES,"4391506: Ceraleptus lividus Stein, 1858"
4391547,4391547,"Coriomeris scabricornis (Panzer, 1805)",Animalia,Arthropoda,Hemiptera,Insecta,Coriomeris,Coreidae,Coriomeris scabricornis,SPECIES,"4391547: Coriomeris scabricornis (Panzer, 1805)"
4391587,4391587,"Arenocoris fallenii (Schilling, 1829)",Animalia,Arthropoda,Hemiptera,Insecta,Arenocoris,Coreidae,Arenocoris fallenii,SPECIES,"4391587: Arenocoris fallenii (Schilling, 1829) | 7371404: Pseudophloeus fallenii (Schilling, 1829)"
4391663,4391663,"Bathysolen nubilus (Fallén, 1807)",Animalia,Arthropoda,Hemiptera,Insecta,Bathysolen,Coreidae,Bathysolen nubilus,SPECIES,"4391663: Bathysolen nubilus (Fallén, 1807)"
4391703,4391703,"Dicranocephalus agilis (Scopoli, 1763)",Animalia,Arthropoda,Hemiptera,Insecta,Dicranocephalus,Stenocephalidae,Dicranocephalus agilis,SPECIES,"4391703: Dicranocephalus agilis (Scopoli, 1763)"
4391843,4391843,"Stictopleurus punctatonervosus (Goeze, 1778)",Animalia,Arthropoda,Hemiptera,Insecta,Stictopleurus,Rhopalidae,Stictopleurus punctatonervosus,SPECIES,"4391843: Stictopleurus punctatonervosus (Goeze, 1778)"
4391852,4391852,"Stictopleurus abutilon (Rossi, 1790)",Animalia,Arthropoda,Hemiptera,Insecta,Stictopleurus,Rhopalidae,Stictopleurus abutilon,SPECIES,"4391852: Stictopleurus abutilon (Rossi, 1790)"
4391858,4391858,"Rhopalus parumpunctatus Schilling, 1829",Animalia,Arthropoda,Hemiptera,Insecta,Rhopalus,Rhopalidae,Rhopalus parumpunctatus,SPECIES,"4391858: Rhopalus parumpunctatus Schilling, 1829 | 7999271: Corizus parumpunctatus (Schilling, 1829)"
4391866,4391866,"Rhopalus maculatus (Fieber, 1837)",Animalia,Arthropoda,Hemiptera,Insecta,Rhopalus,Rhopalidae,Rhopalus maculatus,SPECIES,"4391866: Rhopalus maculatus (Fieber, 1837)"
4391872,4391872,"Brachycarenus tigrinus (Schilling, 1829)",Animalia,Arthropoda,Hemiptera,Insecta,Brachycarenus,Rhopalidae,Brachycarenus tigrinus,SPECIES,"4391872: Brachycarenus tigrinus (Schilling, 1829)"
4391874,4391874,"Corizus hyoscyami (Linnaeus, 1758)",Animalia,Arthropoda,Hemiptera,Insecta,Corizus,Rhopalidae,Corizus hyoscyami,SPECIES,"4391874: Corizus hyoscyami (Linnaeus, 1758) | 4391875: Corizus hyoscyami hyoscyami | 11409909: Therapha hyosciami (Linnaeus, 1758)"
4391944,4391944,"Chorosoma schillingii (Schilling, 1829)",Animalia,Arthropoda,Hemiptera,Insecta,Chorosoma,Rhopalidae,Chorosoma schillingii,SPECIES,"4391944: Chorosoma schillingii (Schilling, 1829)"
4395043,4395043,"Stenopsocus immaculatus (Stephens, 1836)",Animalia,Arthropoda,Psocodea,Insecta,Stenopsocus,Stenopsocidae,Stenopsocus immaculatus,SPECIES,"4395043: Stenopsocus immaculatus (Stephens, 1836)"
4398301,4398301,"Philotarsus parviceps Roesler, 1954",Animalia,Arthropoda,Psocodea,Insecta,Philotarsus,Philotarsidae,Philotarsus parviceps,SPECIES,"4398301: Philotarsus parviceps Roesler, 1954"
4398741,4398741,"Loensia variegata (Latreille, 1799)",Animalia,Arthropoda,Psocodea,Insecta,Loensia,Psocidae,Loensia variegata,SPECIES,"4398741: Loensia variegata (Latreille, 1799)"
4399039,4399039,"Trichadenotecnum sexpunctatum (Linnaeus, 1758)",Animalia,Arthropoda,Psocodea,Insecta,Trichadenotecnum,Psocidae,Trichadenotecnum sexpunctatum,SPECIES,"4399039: Trichadenotecnum sexpunctatum (Linnaeus, 1758)"
4399517,4399517,"Metylophorus nebulosus (Stephens, 1836)",Animalia,Arthropoda,Psocodea,Insecta,Metylophorus,Psocidae,Metylophorus nebulosus,SPECIES,"4399517: Metylophorus nebulosus (Stephens, 1836)"
4399604,4399604,"Psococerastis gibbosa (Sulzer, 1776)",Animalia,Arthropoda,Psocodea,Insecta,Psococerastis,Psocidae,Psococerastis gibbosa,SPECIES,"4399604: Psococerastis gibbosa (Sulzer, 1776)"
4400379,4400379,"Bertkauia lucifuga (Rambur, 1842)",Animalia,Arthropoda,Psocodea,Insecta,Bertkauia,Epipsocidae,Bertkauia lucifuga,SPECIES,"4400379: Bertkauia lucifuga (Rambur, 1842)"
4401299,4401299,"Prionoglaris stygia Enderlein, 1909",Animalia,Arthropoda,Psocodea,Insecta,Prionoglaris,Prionoglarididae,Prionoglaris stygia,SPECIES,"4401299: Prionoglaris stygia Enderlein, 1909"
4402879,4402879,"Roeseliana roeselii (Hagenbach, 1822)",Animalia,Arthropoda,Orthoptera,Insecta,Roeseliana,Tettigoniidae,Roeseliana roeselii,SPECIES,"4298895: Metrioptera roeselii (Hagenbach, 1822) | 4402879: Roeseliana roeselii (Hagenbach, 1822)"
4404556,4404556,"Laccobius bipunctatus (Fabricius, 1775)",Animalia,Arthropoda,Coleoptera,Insecta,Laccobius,Hydrophilidae,Laccobius bipunctatus,SPECIES,"4404556: Laccobius bipunctatus (Fabricius, 1775)"
4404573,4404573,"Laccobius atratus Rottenberg, 1874",Animalia,Arthropoda,Coleoptera,Insecta,Laccobius,Hydrophilidae,Laccobius atratus,SPECIES,"4404573: Laccobius atratus Rottenberg, 1874"
4404596,4404596,"Laccobius striatulus (Fabricius, 1801)",Animalia,Arthropoda,Coleoptera,Insecta,Laccobius,Hydrophilidae,Laccobius striatulus,SPECIES,"4404596: Laccobius striatulus (Fabricius, 1801)"
