key	nubKey	scientificName	datasetKey	canonicalName	species	genus	family	order	class	phylum	kingdom	rank	speciesKey	genusKey	familyKey	orderKey	classKey	phylumKey	kingdomKey	taxonomicStatus	locationId	locality	country	status	first_observed	last_observed	establishmentMeans	degree_of_establishment	native_range	native_continent	habitat	marine	freshwater	terrestrial	source	pathway_level1	pathway_level2
152545091	10683509	Lathyrus oleraceus var. oleraceus	6d9e952f-948c-4483-9807-575348147c7e	Lathyrus oleraceus oleraceus	Lathyrus oleraceus	Lathyrus	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	VARIETY	5347846	10356062	5386	1370	220	7707728	6	ACCEPTED	ISO_3166:BE-BRU	Brussels-Capital Region	BE	PRESENT			INTRODUCED	casual	Eastern Asia	Asia	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266647: Pisum sativum L. var. sativum in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	agriculture
152545091	10683509	Lathyrus oleraceus var. oleraceus	6d9e952f-948c-4483-9807-575348147c7e	Lathyrus oleraceus oleraceus	Lathyrus oleraceus	Lathyrus	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	VARIETY	5347846	10356062	5386	1370	220	7707728	6	ACCEPTED	ISO_3166:BE-BRU	Brussels-Capital Region	BE	PRESENT			INTRODUCED	casual	Eastern Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266647: Pisum sativum L. var. sativum in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	agriculture
152545091	10683509	Lathyrus oleraceus var. oleraceus	6d9e952f-948c-4483-9807-575348147c7e	Lathyrus oleraceus oleraceus	Lathyrus oleraceus	Lathyrus	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	VARIETY	5347846	10356062	5386	1370	220	7707728	6	ACCEPTED	ISO_3166:BE-BRU	Brussels-Capital Region	BE	PRESENT			INTRODUCED	casual	Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266647: Pisum sativum L. var. sativum in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	agriculture
152545091	10683509	Lathyrus oleraceus var. oleraceus	6d9e952f-948c-4483-9807-575348147c7e	Lathyrus oleraceus oleraceus	Lathyrus oleraceus	Lathyrus	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	VARIETY	5347846	10356062	5386	1370	220	7707728	6	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT			INTRODUCED	casual	Africa	Africa	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266647: Pisum sativum L. var. sativum in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	agriculture
152545091	10683509	Lathyrus oleraceus var. oleraceus	6d9e952f-948c-4483-9807-575348147c7e	Lathyrus oleraceus oleraceus	Lathyrus oleraceus	Lathyrus	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	VARIETY	5347846	10356062	5386	1370	220	7707728	6	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT			INTRODUCED	casual	Eastern Asia	Asia	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266647: Pisum sativum L. var. sativum in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	agriculture
152545091	10683509	Lathyrus oleraceus var. oleraceus	6d9e952f-948c-4483-9807-575348147c7e	Lathyrus oleraceus oleraceus	Lathyrus oleraceus	Lathyrus	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	VARIETY	5347846	10356062	5386	1370	220	7707728	6	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT			INTRODUCED	casual	Eastern Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266647: Pisum sativum L. var. sativum in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	agriculture
152545091	10683509	Lathyrus oleraceus var. oleraceus	6d9e952f-948c-4483-9807-575348147c7e	Lathyrus oleraceus oleraceus	Lathyrus oleraceus	Lathyrus	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	VARIETY	5347846	10356062	5386	1370	220	7707728	6	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT			INTRODUCED	casual	Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266647: Pisum sativum L. var. sativum in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	agriculture
152545091	10683509	Lathyrus oleraceus var. oleraceus	6d9e952f-948c-4483-9807-575348147c7e	Lathyrus oleraceus oleraceus	Lathyrus oleraceus	Lathyrus	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	VARIETY	5347846	10356062	5386	1370	220	7707728	6	ACCEPTED	ISO_3166:BE-WAL	Walloon Region	BE	PRESENT			INTRODUCED	casual	Africa	Africa	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266647: Pisum sativum L. var. sativum in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	agriculture
152545091	10683509	Lathyrus oleraceus var. oleraceus	6d9e952f-948c-4483-9807-575348147c7e	Lathyrus oleraceus oleraceus	Lathyrus oleraceus	Lathyrus	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	VARIETY	5347846	10356062	5386	1370	220	7707728	6	ACCEPTED	ISO_3166:BE-WAL	Walloon Region	BE	PRESENT			INTRODUCED	casual	Eastern Asia	Asia	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266647: Pisum sativum L. var. sativum in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	agriculture
152545091	10683509	Lathyrus oleraceus var. oleraceus	6d9e952f-948c-4483-9807-575348147c7e	Lathyrus oleraceus oleraceus	Lathyrus oleraceus	Lathyrus	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	VARIETY	5347846	10356062	5386	1370	220	7707728	6	ACCEPTED	ISO_3166:BE-WAL	Walloon Region	BE	PRESENT			INTRODUCED	casual	Eastern Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266647: Pisum sativum L. var. sativum in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	agriculture
152545091	10683509	Lathyrus oleraceus var. oleraceus	6d9e952f-948c-4483-9807-575348147c7e	Lathyrus oleraceus oleraceus	Lathyrus oleraceus	Lathyrus	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	VARIETY	5347846	10356062	5386	1370	220	7707728	6	ACCEPTED	ISO_3166:BE-WAL	Walloon Region	BE	PRESENT			INTRODUCED	casual	Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266647: Pisum sativum L. var. sativum in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	agriculture
152545093	5352251	Robinia pseudoacacia L.	6d9e952f-948c-4483-9807-575348147c7e	Robinia pseudoacacia	Robinia pseudoacacia	Robinia	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545093	213213969	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1856	2020	INTRODUCED	established	Northern America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266782: Robinia pseudoacacia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	corridor	unknown
152545093	5352251	Robinia pseudoacacia L.	6d9e952f-948c-4483-9807-575348147c7e	Robinia pseudoacacia	Robinia pseudoacacia	Robinia	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545093	213213969	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1856	2020	INTRODUCED	established	Northern America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266782: Robinia pseudoacacia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	horticulture
152545093	5352251	Robinia pseudoacacia L.	6d9e952f-948c-4483-9807-575348147c7e	Robinia pseudoacacia	Robinia pseudoacacia	Robinia	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545093	213213969	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1856	2020	INTRODUCED	established	Northern America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266782: Robinia pseudoacacia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	unaided	natural_dispersal
152545093	5352251	Robinia pseudoacacia L.	6d9e952f-948c-4483-9807-575348147c7e	Robinia pseudoacacia	Robinia pseudoacacia	Robinia	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545093	213213969	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1856	2020	INTRODUCED	established	Northern America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266782: Robinia pseudoacacia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	release	unknown
152545093	5352251	Robinia pseudoacacia L.	6d9e952f-948c-4483-9807-575348147c7e	Robinia pseudoacacia	Robinia pseudoacacia	Robinia	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545093	213213969	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-BRU	Brussels-Capital Region	BE	PRESENT			INTRODUCED	established	Northern America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266782: Robinia pseudoacacia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	corridor	unknown
152545093	5352251	Robinia pseudoacacia L.	6d9e952f-948c-4483-9807-575348147c7e	Robinia pseudoacacia	Robinia pseudoacacia	Robinia	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545093	213213969	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-BRU	Brussels-Capital Region	BE	PRESENT			INTRODUCED	established	Northern America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266782: Robinia pseudoacacia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	horticulture
152545093	5352251	Robinia pseudoacacia L.	6d9e952f-948c-4483-9807-575348147c7e	Robinia pseudoacacia	Robinia pseudoacacia	Robinia	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545093	213213969	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-BRU	Brussels-Capital Region	BE	PRESENT			INTRODUCED	established	Northern America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266782: Robinia pseudoacacia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	unaided	natural_dispersal
152545093	5352251	Robinia pseudoacacia L.	6d9e952f-948c-4483-9807-575348147c7e	Robinia pseudoacacia	Robinia pseudoacacia	Robinia	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545093	213213969	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-BRU	Brussels-Capital Region	BE	PRESENT			INTRODUCED	established	Northern America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266782: Robinia pseudoacacia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	release	unknown
152545093	5352251	Robinia pseudoacacia L.	6d9e952f-948c-4483-9807-575348147c7e	Robinia pseudoacacia	Robinia pseudoacacia	Robinia	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545093	213213969	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT			INTRODUCED	established	Northern America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266782: Robinia pseudoacacia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	corridor	unknown
152545093	5352251	Robinia pseudoacacia L.	6d9e952f-948c-4483-9807-575348147c7e	Robinia pseudoacacia	Robinia pseudoacacia	Robinia	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545093	213213969	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT			INTRODUCED	established	Northern America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266782: Robinia pseudoacacia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	horticulture
152545093	5352251	Robinia pseudoacacia L.	6d9e952f-948c-4483-9807-575348147c7e	Robinia pseudoacacia	Robinia pseudoacacia	Robinia	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545093	213213969	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT			INTRODUCED	established	Northern America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266782: Robinia pseudoacacia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	unaided	natural_dispersal
152545093	5352251	Robinia pseudoacacia L.	6d9e952f-948c-4483-9807-575348147c7e	Robinia pseudoacacia	Robinia pseudoacacia	Robinia	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545093	213213969	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT			INTRODUCED	established	Northern America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266782: Robinia pseudoacacia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	release	unknown
152545093	5352251	Robinia pseudoacacia L.	6d9e952f-948c-4483-9807-575348147c7e	Robinia pseudoacacia	Robinia pseudoacacia	Robinia	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545093	213213969	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-WAL	Walloon Region	BE	PRESENT			INTRODUCED	established	Northern America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266782: Robinia pseudoacacia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	corridor	unknown
152545093	5352251	Robinia pseudoacacia L.	6d9e952f-948c-4483-9807-575348147c7e	Robinia pseudoacacia	Robinia pseudoacacia	Robinia	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545093	213213969	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-WAL	Walloon Region	BE	PRESENT			INTRODUCED	established	Northern America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266782: Robinia pseudoacacia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	horticulture
152545093	5352251	Robinia pseudoacacia L.	6d9e952f-948c-4483-9807-575348147c7e	Robinia pseudoacacia	Robinia pseudoacacia	Robinia	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545093	213213969	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-WAL	Walloon Region	BE	PRESENT			INTRODUCED	established	Northern America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266782: Robinia pseudoacacia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	unaided	natural_dispersal
152545093	5352251	Robinia pseudoacacia L.	6d9e952f-948c-4483-9807-575348147c7e	Robinia pseudoacacia	Robinia pseudoacacia	Robinia	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545093	213213969	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-WAL	Walloon Region	BE	PRESENT			INTRODUCED	established	Northern America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266782: Robinia pseudoacacia L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	release	unknown
152545095	5350466	Phaseolus coccineus L.	6d9e952f-948c-4483-9807-575348147c7e	Phaseolus coccineus	Phaseolus coccineus	Phaseolus	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545095	213213906	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1889	1981	INTRODUCED	casual	South America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266773: Phaseolus coccineus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	agriculture
152545095	5350466	Phaseolus coccineus L.	6d9e952f-948c-4483-9807-575348147c7e	Phaseolus coccineus	Phaseolus coccineus	Phaseolus	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545095	213213906	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT			INTRODUCED	casual	South America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266773: Phaseolus coccineus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	agriculture
152545095	5350466	Phaseolus coccineus L.	6d9e952f-948c-4483-9807-575348147c7e	Phaseolus coccineus	Phaseolus coccineus	Phaseolus	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545095	213213906	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-WAL	Walloon Region	BE	PRESENT			INTRODUCED	casual	South America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266773: Phaseolus coccineus L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	agriculture
152545096	5350452	Phaseolus vulgaris L.	6d9e952f-948c-4483-9807-575348147c7e	Phaseolus vulgaris	Phaseolus vulgaris	Phaseolus	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545096	213213906	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1902	2018	INTRODUCED	casual	South America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266683: Phaseolus vulgaris L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	agriculture
152545096	5350452	Phaseolus vulgaris L.	6d9e952f-948c-4483-9807-575348147c7e	Phaseolus vulgaris	Phaseolus vulgaris	Phaseolus	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545096	213213906	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-VLG	Flemish Region	BE	PRESENT	1902	2018	INTRODUCED	casual	South America	America	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266683: Phaseolus vulgaris L. in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	agriculture
152545101	5353705	Hippocrepis emerus (L.) Lassen	6d9e952f-948c-4483-9807-575348147c7e	Hippocrepis emerus	Hippocrepis emerus	Hippocrepis	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545101	213213844	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1860	1998	INTRODUCED	casual	Eastern Asia	Asia	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266714: Hippocrepis emerus (L.) Lassen in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	horticulture
152545101	5353705	Hippocrepis emerus (L.) Lassen	6d9e952f-948c-4483-9807-575348147c7e	Hippocrepis emerus	Hippocrepis emerus	Hippocrepis	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545101	213213844	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1860	1998	INTRODUCED	casual	Eastern Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266714: Hippocrepis emerus (L.) Lassen in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	horticulture
152545101	5353705	Hippocrepis emerus (L.) Lassen	6d9e952f-948c-4483-9807-575348147c7e	Hippocrepis emerus	Hippocrepis emerus	Hippocrepis	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545101	213213844	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE	Belgium	BE	PRESENT	1860	1998	INTRODUCED	casual	Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266714: Hippocrepis emerus (L.) Lassen in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	horticulture
152545101	5353705	Hippocrepis emerus (L.) Lassen	6d9e952f-948c-4483-9807-575348147c7e	Hippocrepis emerus	Hippocrepis emerus	Hippocrepis	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545101	213213844	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-WAL	Walloon Region	BE	PRESENT	1860	1998	INTRODUCED	casual	Eastern Asia	Asia	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266714: Hippocrepis emerus (L.) Lassen in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	horticulture
152545101	5353705	Hippocrepis emerus (L.) Lassen	6d9e952f-948c-4483-9807-575348147c7e	Hippocrepis emerus	Hippocrepis emerus	Hippocrepis	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545101	213213844	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-WAL	Walloon Region	BE	PRESENT	1860	1998	INTRODUCED	casual	Eastern Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266714: Hippocrepis emerus (L.) Lassen in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	horticulture
152545101	5353705	Hippocrepis emerus (L.) Lassen	6d9e952f-948c-4483-9807-575348147c7e	Hippocrepis emerus	Hippocrepis emerus	Hippocrepis	Fabaceae	Fabales	Magnoliopsida	Tracheophyta	Plantae	SPECIES	152545101	213213844	213213730	213213728	213213370	213212393	213212360	ACCEPTED	ISO_3166:BE-WAL	Walloon Region	BE	PRESENT	1860	1998	INTRODUCED	casual	Europe	Europe	terrestrial	FALSE	FALSE	TRUE	https://www.gbif.org/species/141266714: Hippocrepis emerus (L.) Lassen in Verloove F, Groom Q, Brosens D, Desmet P, Reyserhove L (2020). Manual of the Alien Plants of Belgium. Version 1.10. Meise Botanic Garden. Checklist dataset https://doi.org/10.15468/wtda1m	escape	horticulture
